PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
16572983;40684248;2;1;null;1;""
16572983;40685201;2;1;1;1;""
16572983;40685572;2;1;1;1;""
16572983;40685835;2;1;1;null;""
16572983;40684248;1;2;null;2;""
16572983;40685201;1;2;2;2;""
16572983;40685572;1;2;2;2;""
16572983;40685835;1;2;2;null;""
16572983;40684248;2;3;null;3;""
16572983;40685201;2;3;3;3;""
16572983;40685572;2;3;3;3;""
16572983;40685835;2;3;3;null;""
16572983;40685201;1;4;null;4;""
16572983;40685572;1;4;4;4;""
16572983;40685835;1;4;4;null;""
16572983;40685201;2;5;null;5;""
16572983;40685572;2;5;5;5;""
16572983;40685835;2;5;5;null;""
16572983;40685835;1;6;null;null;""
16572983;40685835;2;7;null;null;""
