PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
18940349;47771154;1;1;null;1;""
18940349;47771316;1;1;1;1;""
18940349;146694301;1;1;1;null;""
18940349;47771154;2;2;null;2;""
18940349;47771316;2;2;2;2;""
18940349;146694301;2;2;2;null;""
18940349;47771154;1;3;null;3;""
18940349;47771316;1;3;3;3;""
18940349;146694301;1;3;3;null;""
18940349;47771154;2;4;null;4;""
18940349;47771316;2;4;4;4;""
18940349;146694301;2;4;4;null;""
18940349;47771154;1;5;null;5;""
18940349;47771316;1;5;5;5;""
18940349;146694301;1;5;5;null;""
