PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
16057871;39253366;1;1;null;null;" Keine Verbindung"
16057871;39253366;2;2;null;null;" Keine Verbindung"
16057871;39253366;1;3;null;null;" Keine Verbindung"
16057871;39253366;2;4;null;null;" Keine Verbindung"
16057871;39253366;1;5;null;null;" Keine Verbindung"
16057871;39255822;1;1;null;1;""
16057871;39257241;1;1;1;null;""
16057871;39255822;2;2;null;2;""
16057871;39257241;2;2;2;null;""
16057871;39255822;1;3;null;3;""
16057871;39257241;1;3;3;null;""
16057871;39255822;2;4;null;4;""
16057871;39257241;2;4;4;null;""
16057871;39255822;1;5;null;5;""
16057871;39257241;1;5;5;null;""
16057871;39255822;2;6;null;6;""
16057871;39257241;2;6;6;null;""
16057871;39255822;1;7;null;7;""
16057871;39257241;1;7;7;null;""
16057871;39255822;2;8;null;8;""
16057871;39257241;2;8;8;null;""
