PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"38917222";"124782631";"1";"1";"null";"1";""
"38917222";"124783045";"1";"1";"1";"null";""
"38917222";"124782631";"2";"2";"null";"2";""
"38917222";"124783045";"2";"2";"2";"null";""
"38917222";"124782631";"1";"3";"null";"3";""
"38917222";"124783045";"1";"3";"3";"null";""
"38917222";"124782631";"2";"4";"null";"4";""
"38917222";"124783045";"2";"4";"4";"null";""
"38917222";"124782631";"1";"5";"null";"5";""
"38917222";"124783045";"1";"5";"5";"null";""
"38917222";"124782631";"2";"6";"null";"6";""
"38917222";"124783045";"2";"6";"6";"null";""
"38917222";"124782631";"1";"7";"null";"7";""
"38917222";"124783045";"1";"7";"7";"null";""
"38917222";"124782631";"2";"8";"null";"8";""
"38917222";"124783045";"2";"8";"8";"null";""
"38917222";"124782631";"1";"9";"null";"9";""
"38917222";"124783045";"1";"9";"9";"null";""
"38917222";"124782631";"2";"10";"null";"10";""
"38917222";"124783045";"2";"10";"10";"null";""
"38917222";"124783045";"1";"11";"null";"null";""
"38917222";"124783045";"2";"12";"null";"null";""
