PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"30696331";"92272155";"1";"1";"null";"1";""
"30696331";"92277165";"1";"1";"1";"1";""
"30696331";"92278719";"1";"1";"1";"null";""
"30696331";"92272155";"2";"2";"null";"2";""
"30696331";"92277165";"2";"2";"2";"2";""
"30696331";"92278719";"2";"2";"2";"null";""
"30696331";"92272155";"1";"3";"null";"3";""
"30696331";"92277165";"1";"3";"3";"3";""
"30696331";"92278719";"1";"3";"3";"null";""
"30696331";"92277165";"2";"4";"null";"4";""
"30696331";"92278719";"2";"4";"4";"null";""
"30696331";"92278719";"1";"5";"null";"null";""
"30696331";"92278719";"2";"6";"null";"null";""
"30696331";"92278719";"1";"7";"null";"null";""
"30696331";"92278719";"2";"8";"null";"null";""
