PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"10401935";"23908915";"1";"1";"null";"1";""
"10401935";"23998219";"1";"1";"1";"null";""
"10401935";"23908915";"2";"2";"null";"2";""
"10401935";"23998219";"2";"2";"2";"null";""
"10401935";"23908915";"1";"3";"null";"3";""
"10401935";"23998219";"1";"3";"3";"null";""
"10401935";"23908915";"2";"4";"null";"4";""
"10401935";"23998219";"2";"4";"4";"null";""
"10401935";"23908915";"1";"5";"null";"5";""
"10401935";"23998219";"1";"5";"5";"null";""
"10401935";"23908915";"2";"6";"null";"6";""
"10401935";"23998219";"2";"6";"6";"null";""
"10401935";"23908915";"1";"7";"null";"7";""
"10401935";"23998219";"1";"7";"7";"null";""
"10401935";"23908915";"2";"8";"null";"8";""
"10401935";"23998219";"2";"8";"8";"null";""
"10401935";"23908915";"1";"9";"null";"9";""
"10401935";"23998219";"1";"9";"9";"null";""
"10401935";"23908915";"2";"10";"null";"10";""
"10401935";"23998219";"2";"10";"10";"null";""
"10401935";"23908915";"1";"11";"null";"11";""
"10401935";"23998219";"1";"11";"11";"null";""
"10401935";"23998219";"2";"12";"null";"null";""
"10401935";"23998219";"1";"13";"null";"null";""
"10401935";"23998219";"2";"14";"null";"null";""
"10401935";"23998219";"1";"15";"null";"null";""
