Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
99576803;32560290;5333021;2;6d17e6b0-a0c2-4774-acac-92a8810cff2a;2015-09-14 08:27:18.0;"    void merge_sort_thread(vector<int>& array) {&#xD;&#xA;    if (1 < array.size()) {&#xD;&#xA;        vector<int> array1(array.begin(), array.begin() + array.size() / 2);&#xD;&#xA;        thread first= thread(merge_sort_thread,array1);&#xD;&#xA;        &#xD;&#xA;        vector<int> array2(array.begin() + array.size() / 2, array.end());&#xD;&#xA;        thread second = thread(merge_sort_thread,array2);&#xD;&#xA;        first.join(); //wait for both ended&#xD;&#xA;        second.join();&#xD;&#xA;        merge (array1.begin(),array1.end(),array2.begin(),array2.end(),array.begin());&#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;I am using Xcode to build and run, and it is a build failure.&#xD;&#xA;With prompt: ""/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include/c++/v1/thread:332:5: Attempt to use a deleted function"".&#xD;&#xA;I know threading here is not efficient, but I want to know why this not work.&#xD;&#xA;&#xD;&#xA;";;
99577079;32560290;1492578;5;93ddb48b-3fc5-4605-8cc6-dcf98cb45ad0;2015-09-14 08:31:07.0;"    void merge_sort_thread(vector<int>& array) {&#xD;&#xA;    if (1 < array.size()) {&#xD;&#xA;        vector<int> array1(array.begin(), array.begin() + array.size() / 2);&#xD;&#xA;        thread first= thread(merge_sort_thread,array1);&#xD;&#xA;        &#xD;&#xA;        vector<int> array2(array.begin() + array.size() / 2, array.end());&#xD;&#xA;        thread second = thread(merge_sort_thread,array2);&#xD;&#xA;        first.join(); //wait for both ended&#xD;&#xA;        second.join();&#xD;&#xA;        merge (array1.begin(),array1.end(),array2.begin(),array2.end(),array.begin());&#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;I am using Xcode to build and run, and it is a build failure.&#xD;&#xA;With prompt: &#xD;&#xA;&#xD;&#xA;> /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include/c++/v1/thread:332:5:&#xD;&#xA;> Attempt to use a deleted function&#xD;&#xA;&#xD;&#xA;I know threading here is not efficient, but I want to know why this not work.&#xD;&#xA;&#xD;&#xA;";;Formatting
