PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
14393231;34636638;1;1;null;3;
14393231;34636688;1;3;1;3;
14393231;34636777;1;3;3;3;
14393231;34636878;1;3;3;3;
14393231;34637525;1;3;3;3;
14393231;34639506;1;3;3;3;
14393231;146395469;1;3;3;null;
14393231;34636688;1;1;null;1;
14393231;34636777;1;1;1;1;
14393231;34636878;1;1;1;1;
14393231;34637525;1;1;1;1;
14393231;34639506;1;1;1;1;
14393231;146395469;1;1;1;null;
14393231;34636688;2;2;null;2;
14393231;34636777;2;2;2;2;
14393231;34636878;2;2;2;2;
14393231;34637525;2;2;2;2;
14393231;34639506;2;2;2;2;
14393231;146395469;2;2;2;null;
