PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"37156903";"117800210";"1";"1";"null";"1";"";
"37156903";"117800778";"1";"1";"1";"null";"";
"37156903";"117800210";"2";"2";"null";"2";"";
"37156903";"117800778";"2";"2";"2";"null";"";
"37156903";"117800778";"1";"3";"null";"null";"";
