PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
44001710;145496872;1;1;null;1;""
44001710;145499165;1;1;1;null;""
44001710;145496872;2;2;null;2;""
44001710;145499165;2;2;2;null;""
44001710;145496872;1;3;null;3;""
44001710;145499165;1;3;3;null;""
44001710;145496872;2;4;null;4;""
44001710;145499165;2;4;4;null;""
44001710;145496872;1;5;null;5;""
44001710;145499165;1;5;5;null;""
44001710;145496872;2;6;null;6;""
44001710;145499165;2;6;6;null;""
44001710;145496872;1;7;null;7;""
44001710;145499165;1;7;7;null;""
44001710;145499165;2;8;null;null;""
44001710;145499165;1;9;null;null;""
