PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
29423047;87277776;1;1;null;1;""
29423047;87278729;1;1;1;1;""
29423047;87279052;1;1;1;null;""
29423047;87277776;2;2;null;2;""
29423047;87278729;2;2;2;2;""
29423047;87279052;2;2;2;null;""
29423047;87277776;1;3;null;3;""
29423047;87278729;1;3;3;3;""
29423047;87279052;1;3;3;null;""
29423047;87277776;2;4;null;4;""
29423047;87278729;2;4;4;4;""
29423047;87279052;2;4;4;null;""
29423047;87277776;1;5;null;5;""
29423047;87278729;1;5;5;5;""
29423047;87279052;1;5;5;null;""
