PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
27270722;78973841;1;1;null;1;""
27270722;79047764;1;1;1;null;""
27270722;78973841;2;2;null;2;""
27270722;79047764;2;2;2;null;""
27270722;78973841;1;3;null;3;""
27270722;79047764;1;3;3;null;""
27270722;78973841;2;4;null;4;""
27270722;79047764;2;4;4;null;""
27270722;78973841;1;5;null;5;""
27270722;79047764;1;5;5;null;""
27270722;78973841;2;6;null;6;""
27270722;79047764;2;6;6;null;""
27270722;78973841;1;7;null;7;""
27270722;79047764;1;7;7;null;""
27270722;78973841;2;8;null;8;""
27270722;79047764;2;8;8;null;""
27270722;78973841;1;9;null;9;""
27270722;79047764;1;9;9;null;""
27270722;78973841;2;10;null;10;""
27270722;79047764;2;10;10;null;""
27270722;78973841;1;11;null;11;""
27270722;79047764;1;11;11;null;""
