PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
15119106;36641798;2;1;null;2;
15119106;36642171;2;2;1;2;
15119106;62239722;2;2;2;null;
15119106;36641798;1;2;null;3;
15119106;36642171;1;3;2;3;
15119106;62239722;1;3;3;null;
15119106;36641798;2;3;null;6;
15119106;36642171;2;6;3;6;
15119106;62239722;2;6;6;null;
15119106;36642171;1;1;null;1;
15119106;62239722;1;1;1;null;
15119106;36642171;2;4;null;4;
15119106;62239722;2;4;4;null;
15119106;36642171;1;5;null;5;
15119106;62239722;1;5;5;null;
