PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
7787779;17284349;1;1;null;1;""
7787779;17284404;1;1;1;null;""
7787779;17284349;2;2;null;2;""
7787779;17284404;2;2;2;null;""
7787779;17284349;1;3;null;3;""
7787779;17284404;1;3;3;null;""
7787779;17284349;2;4;null;4;""
7787779;17284404;2;4;4;null;""
7787779;17284349;1;5;null;5;""
7787779;17284404;1;5;5;null;""
7787779;17284349;2;6;null;6;""
7787779;17284404;2;6;6;null;""
7787779;17284349;1;7;null;7;""
7787779;17284404;1;7;7;null;""
