PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
43390565;143013270;1;1;null;1;""
43390565;143014279;1;1;1;null;""
43390565;143013270;2;2;null;2;""
43390565;143014279;2;2;2;null;""
43390565;143013270;1;3;null;3;""
43390565;143014279;1;3;3;null;""
43390565;143013270;2;4;null;4;""
43390565;143014279;2;4;4;null;""
43390565;143013270;1;5;null;5;""
43390565;143014279;1;5;5;null;""
43390565;143013270;2;6;null;6;""
43390565;143014279;2;6;6;null;""
43390565;143013270;1;7;null;7;""
43390565;143014279;1;7;7;null;""
43390565;143013270;2;8;null;8;""
43390565;143014279;2;8;8;null;""
43390565;143013270;1;9;null;9;""
43390565;143014279;1;9;9;null;""
43390565;143013270;2;10;null;10;""
43390565;143014279;2;10;10;null;""
43390565;143013270;1;11;null;11;""
43390565;143014279;1;11;11;null;""
43390565;143013270;2;12;null;12;""
43390565;143014279;2;12;12;null;""
43390565;143013270;1;13;null;13;""
43390565;143014279;1;13;13;null;""
