PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
31738071;96345029;1;1;null;1;
31738071;96345029;2;2;null;2;
31738071;96345029;1;3;null;3;
31738071;96346322;1;1;1;1;
31738071;96346322;2;2;2;2;
31738071;96346322;1;3;3;5; Aufgeteilter Block
31738071;96347668;1;1;1;1;
31738071;96347668;2;2;2;2;
31738071;96347668;1;3;null;3;
31738071;96347668;2;4;null;4;
31738071;96347668;1;5;3;5;
31738071;147170058;1;1;1;null;
31738071;147170058;2;2;2;null;
31738071;147170058;1;3;3;null;
31738071;147170058;2;4;4;null;
31738071;147170058;1;5;5;null;
