PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
25547131;72379747;1;1;null;null;" Nicht richtig unterteilt"
25547131;72379798;1;1;null;1;" Nicht richtig unterteilt"
25547131;72379963;1;1;1;null;""
25547131;72379798;2;2;null;2;""
25547131;72379963;2;2;2;null;""
25547131;72379798;1;3;null;null;""
25547131;72379963;1;3;null;null;""
25547131;72379963;2;4;null;null;""
25547131;72379963;1;5;null;null;""
25547131;72379963;2;6;null;null;""
25547131;72379963;1;7;null;null;""
