Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
75318111;26314477;2698552;2;99eb8083-0d73-4cd2-9305-9304f96f7d87;2014-10-11 12:07:58.0;"Looks like you are using `Ubuntu 14.04`. It was shipped with a [broken][1] [`pyvenv`][2]. There is a simple work around to create venv using `Python 3`&#xD;&#xA;&#xD;&#xA;**1. Create venv without pip** &#xD;&#xA;&#xD;&#xA;    python3 -m venv --without-pip test4&#xD;&#xA;&#xD;&#xA;or &#xD;&#xA;&#xD;&#xA;    pyvenv-3.4 --without-pip test4&#xD;&#xA;&#xD;&#xA;**2. Get pip in your env**&#xD;&#xA;&#xD;&#xA;    source test4/bin/activate&#xD;&#xA;    curl https://bootstrap.pypa.io/get-pip.py | python&#xD;&#xA;    deactivate&#xD;&#xA;    source test4/bin/activate&#xD;&#xA;&#xD;&#xA;or &#xD;&#xA;&#xD;&#xA;    pyvenv-3.4 --without-pip myvenv&#xD;&#xA;	source ./myvenv/bin/activate&#xD;&#xA;	wget https://pypi.python.org/packages/source/s/setuptools/setuptools-3.4.4.tar.gz&#xD;&#xA;	tar -vzxf setuptools-3.4.4.tar.gz&#xD;&#xA;	cd setuptools-3.4.4&#xD;&#xA;	python setup.py install&#xD;&#xA;	cd ..&#xD;&#xA;	wget https://pypi.python.org/packages/source/p/pip/pip-1.5.6.tar.gz&#xD;&#xA;	tar -vzxf pip-1.5.6.tar.gz&#xD;&#xA;	cd pip-1.5.6&#xD;&#xA;	python setup.py install&#xD;&#xA;	cd ..&#xD;&#xA;	deactivate&#xD;&#xA;	source ./myvenv/bin/activate&#xD;&#xA;&#xD;&#xA;Source: [HackerNews][3], [AskUbuntu][4]&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;  [1]: https://bugs.launchpad.net/ubuntu/+source/python3.4/+bug/1290847&#xD;&#xA;  [2]: https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=732703&#xD;&#xA;  [3]: https://news.ycombinator.com/item?id=7604177&#xD;&#xA;  [4]: http://askubuntu.com/questions/488529/pyvenv-3-4-error-returned-non-zero-exit-status-1";;
143034213;26314477;-1;5;289d65e9-f071-4841-ad08-1ab54b11edda;2017-04-13 12:22:48.0;"Looks like you are using `Ubuntu 14.04`. It was shipped with a [broken][1] [`pyvenv`][2]. There is a simple work around to create venv using `Python 3`&#xD;&#xA;&#xD;&#xA;**1. Create venv without pip** &#xD;&#xA;&#xD;&#xA;    python3 -m venv --without-pip test4&#xD;&#xA;&#xD;&#xA;or &#xD;&#xA;&#xD;&#xA;    pyvenv-3.4 --without-pip test4&#xD;&#xA;&#xD;&#xA;**2. Get pip in your env**&#xD;&#xA;&#xD;&#xA;    source test4/bin/activate&#xD;&#xA;    curl https://bootstrap.pypa.io/get-pip.py | python&#xD;&#xA;    deactivate&#xD;&#xA;    source test4/bin/activate&#xD;&#xA;&#xD;&#xA;or &#xD;&#xA;&#xD;&#xA;    pyvenv-3.4 --without-pip myvenv&#xD;&#xA;	source ./myvenv/bin/activate&#xD;&#xA;	wget https://pypi.python.org/packages/source/s/setuptools/setuptools-3.4.4.tar.gz&#xD;&#xA;	tar -vzxf setuptools-3.4.4.tar.gz&#xD;&#xA;	cd setuptools-3.4.4&#xD;&#xA;	python setup.py install&#xD;&#xA;	cd ..&#xD;&#xA;	wget https://pypi.python.org/packages/source/p/pip/pip-1.5.6.tar.gz&#xD;&#xA;	tar -vzxf pip-1.5.6.tar.gz&#xD;&#xA;	cd pip-1.5.6&#xD;&#xA;	python setup.py install&#xD;&#xA;	cd ..&#xD;&#xA;	deactivate&#xD;&#xA;	source ./myvenv/bin/activate&#xD;&#xA;&#xD;&#xA;Source: [HackerNews][3], [AskUbuntu][4]&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;  [1]: https://bugs.launchpad.net/ubuntu/+source/python3.4/+bug/1290847&#xD;&#xA;  [2]: https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=732703&#xD;&#xA;  [3]: https://news.ycombinator.com/item?id=7604177&#xD;&#xA;  [4]: https://askubuntu.com/questions/488529/pyvenv-3-4-error-returned-non-zero-exit-status-1";;replaced http://askubuntu.com/ with https://askubuntu.com/
