Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
143525020;43508159;7635686;2;20574745-c68c-4058-b38a-1f06336ba901;2017-04-20 00:19:53.0;"I have a website with a url like so (which works fine)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;&#xD;&#xA;But there always have to be a language and a controller in the url otherwise the page doesn't load or there is no language (no text).&#xD;&#xA;&#xD;&#xA;Is it possible that when I enter a url like this&#xD;&#xA;&#xD;&#xA;    http://www.page.com&#xD;&#xA;I get redirected to&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;And the controller would be hidden? Only this would be left (my links require first segment to load a page with a particular language)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en&#xD;&#xA;&#xD;&#xA;p.s tried routing and redirect, but with no luck";;
143593703;43508159;7635686;5;3f490356-5d56-4bc4-84c7-0e0f6b315c92;2017-04-20 17:23:46.0;"I have a website with a url like so (which works fine)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;&#xD;&#xA;But there always have to be a language and a controller in the url otherwise the page doesn't load or there is no language (no text).&#xD;&#xA;&#xD;&#xA;Is it possible that when I enter a url like this&#xD;&#xA;&#xD;&#xA;    http://www.page.com&#xD;&#xA;I get redirected to&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;And the controller would be hidden? Only this would be left (my links require first segment to load a page with a particular language)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en&#xD;&#xA;&#xD;&#xA;p.s tried routing and redirect, but with no luck&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;Sorry for the late response, I was away.&#xD;&#xA;&#xD;&#xA;my routes&#xD;&#xA;&#xD;&#xA;<?php&#xD;&#xA;defined('BASEPATH') OR exit('No direct script access allowed');&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;    $route['default_controller'] = 'arena/display';&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    $route['(:any)/renginiai'] = ""renginiai/getevents"";&#xD;&#xA;    $route['(:any)/arena'] = ""arena/display"";&#xD;&#xA;    $route['(:any)/paslaugos'] = ""paslaugos/displayServices"";&#xD;&#xA;    $route['(:any)/kontaktai'] = ""kontaktai/displayContacts"";&#xD;&#xA;    &#xD;&#xA;    $route['(:any)'] = 'pages/view/$1';&#xD;&#xA;    $route['404_override'] = '';&#xD;&#xA;    $route['translate_uri_dashes'] = FALSE;&#xD;&#xA;&#xD;&#xA;My_Controller which is located in core folder. I load my language libraries from here.&#xD;&#xA;    <?php&#xD;&#xA;    defined('BASEPATH') OR exit('No direct script access allowed');&#xD;&#xA;    &#xD;&#xA;    /**&#xD;&#xA;    * &#xD;&#xA;    */&#xD;&#xA;    class MY_Controller extends CI_Controller{&#xD;&#xA;    	&#xD;&#xA;    	public function __construct()&#xD;&#xA;    	{&#xD;&#xA;    		parent::__construct();&#xD;&#xA;    &#xD;&#xA;    		$languages = array(""lt"", ""en"");&#xD;&#xA;    &#xD;&#xA;    		if(in_array($this->uri->segment(1), $languages)){&#xD;&#xA;    			$this->lang->load($this->uri->segment(1), $this->uri->segment(1));&#xD;&#xA;    		}&#xD;&#xA;    	}&#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;And this is my front page controller&#xD;&#xA;&#xD;&#xA;    <?php&#xD;&#xA;    class Arena extends MY_Controller{&#xD;&#xA;    &#xD;&#xA;    	public function display($year = NULL, $month = NULL){&#xD;&#xA;    &#xD;&#xA;    		&#xD;&#xA;    		/*$this->load->model('Mycal_model');*/&#xD;&#xA;&#xD;&#xA;    		$this->load->model('Image_model');&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    		$data['images'] = $this->Image_model->get_image_data();&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    		$this->load->view('includes/head');&#xD;&#xA;    		$this->load->view('includes/nav', $data);&#xD;&#xA;    		$this->load->view('includes/header', $data);&#xD;&#xA;    		//$this->load->view('includes/calendar', $data);&#xD;&#xA;    		$this->load->view('includes/section');&#xD;&#xA;    		$this->load->view('includes/footer');&#xD;&#xA;    &#xD;&#xA;    	}&#xD;&#xA;    }";;added 1767 characters in body
143594095;43508159;7635686;5;6d631a96-237c-4f8f-9c95-5829e4f44294;2017-04-20 17:29:13.0;"I have a website with a url like so (which works fine)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;&#xD;&#xA;But there always have to be a language and a controller in the url otherwise the page doesn't load or there is no language (no text).&#xD;&#xA;&#xD;&#xA;Is it possible that when I enter a url like this&#xD;&#xA;&#xD;&#xA;    http://www.page.com&#xD;&#xA;I get redirected to&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en/controller&#xD;&#xA;And the controller would be hidden? Only this would be left (my links require first segment to load a page with a particular language)&#xD;&#xA;&#xD;&#xA;    http://www.page.com/en&#xD;&#xA;&#xD;&#xA;p.s tried routing and redirect, but with no luck&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;Sorry for the late response, I was away.&#xD;&#xA;&#xD;&#xA;my routes&#xD;&#xA;&#xD;&#xA;<?php&#xD;&#xA;defined('BASEPATH') OR exit('No direct script access allowed');&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;    $route['default_controller'] = 'arena/display';&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    $route['(:any)/renginiai'] = ""renginiai/getevents"";&#xD;&#xA;    $route['(:any)/arena'] = ""arena/display"";&#xD;&#xA;    $route['(:any)/paslaugos'] = ""paslaugos/displayServices"";&#xD;&#xA;    $route['(:any)/kontaktai'] = ""kontaktai/displayContacts"";&#xD;&#xA;    &#xD;&#xA;    $route['(:any)'] = 'pages/view/$1';&#xD;&#xA;    $route['404_override'] = '';&#xD;&#xA;    $route['translate_uri_dashes'] = FALSE;&#xD;&#xA;&#xD;&#xA;My_Controller which is located in core folder. I load my language libraries from here.&#xD;&#xA;    <?php&#xD;&#xA;    defined('BASEPATH') OR exit('No direct script access allowed');&#xD;&#xA;    &#xD;&#xA;    /**&#xD;&#xA;    * &#xD;&#xA;    */&#xD;&#xA;    class MY_Controller extends CI_Controller{&#xD;&#xA;    	&#xD;&#xA;    	public function __construct()&#xD;&#xA;    	{&#xD;&#xA;    		parent::__construct();&#xD;&#xA;    &#xD;&#xA;    		$languages = array(""lt"", ""en"");&#xD;&#xA;    &#xD;&#xA;    		if(in_array($this->uri->segment(1), $languages)){&#xD;&#xA;    			$this->lang->load($this->uri->segment(1), $this->uri->segment(1));&#xD;&#xA;    		}&#xD;&#xA;    	}&#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;And this is my front page controller&#xD;&#xA;&#xD;&#xA;    <?php&#xD;&#xA;    class Arena extends MY_Controller{&#xD;&#xA;    &#xD;&#xA;    	public function display($year = NULL, $month = NULL){&#xD;&#xA;    &#xD;&#xA;    		&#xD;&#xA;    		/*$this->load->model('Mycal_model');*/&#xD;&#xA;&#xD;&#xA;    		$this->load->model('Image_model');&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    		$data['images'] = $this->Image_model->get_image_data();&#xD;&#xA;    &#xD;&#xA;    &#xD;&#xA;    		$this->load->view('includes/head');&#xD;&#xA;    		$this->load->view('includes/nav', $data);&#xD;&#xA;    		$this->load->view('includes/header', $data);&#xD;&#xA;    		//$this->load->view('includes/calendar', $data);&#xD;&#xA;    		$this->load->view('includes/section');&#xD;&#xA;    		$this->load->view('includes/footer');&#xD;&#xA;    &#xD;&#xA;    	}&#xD;&#xA;    }";;added 8 characters in body
