PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
6766369;14794618;1;1;null;1;""
6766369;14795133;1;1;1;null;""
6766369;14809833;1;1;null;1;""
6766369;14810495;1;1;1;1;""
6766369;14811979;1;1;1;1;""
6766369;14830355;1;1;1;1;""
6766369;14830605;1;1;1;1;""
6766369;14842257;1;1;1;1;""
6766369;14842617;1;1;1;1;""
6766369;14843706;1;1;1;1;""
6766369;14843827;1;1;1;5;""
6766369;14844325;1;5;1;5;""
6766369;14844750;1;5;5;null;""
6766369;14809833;2;2;null;null;""
6766369;14809833;1;3;null;3;""
6766369;14810495;1;3;3;3;""
6766369;14811979;1;3;3;null;""
6766369;14809833;2;4;null;4;""
6766369;14810495;2;4;4;4;""
6766369;14811979;2;4;4;2;""
6766369;14830355;2;2;4;2;""
6766369;14830605;2;2;2;2;""
6766369;14842257;2;2;2;4;""
6766369;14842617;2;4;2;4;""
6766369;14843706;2;4;4;4;""
6766369;14843827;2;4;4;8;""
6766369;14844325;2;8;4;8;""
6766369;14844750;2;8;8;null;""
6766369;14810495;2;2;null;2;""
6766369;14811979;2;2;2;null;""
6766369;14811979;1;5;null;null;""
6766369;14811979;2;6;null;null;""
6766369;14811979;1;7;null;null;""
6766369;14811979;2;8;null;8;""
6766369;14830355;2;8;8;8;""
6766369;14830605;2;8;8;8;""
6766369;14842257;2;8;8;10;""
6766369;14842617;2;10;8;10;""
6766369;14843706;2;10;10;8;""
6766369;14843827;2;8;10;12;""
6766369;14844325;2;12;8;12;""
6766369;14844750;2;12;12;null;""
6766369;14830355;1;3;null;3;""
6766369;14830605;1;3;3;3;""
6766369;14842257;1;3;3;5;""
6766369;14842617;1;5;3;5;""
6766369;14843706;1;5;5;null;""
6766369;14830355;2;4;null;4;""
6766369;14830605;2;4;4;4;""
6766369;14842257;2;4;4;6;""
6766369;14842617;2;6;4;6;""
6766369;14843706;2;6;6;null;""
6766369;14830355;1;5;null;5;""
6766369;14830605;1;5;5;5;""
6766369;14842257;1;5;5;7;""
6766369;14842617;1;7;5;7;""
6766369;14843706;1;7;7;5;""
6766369;14843827;1;5;7;9;""
6766369;14844325;1;9;5;9;""
6766369;14844750;1;9;9;null;""
6766369;14830355;2;6;null;6;""
6766369;14830605;2;6;6;6;""
6766369;14842257;2;6;6;8;""
6766369;14842617;2;8;6;8;""
6766369;14843706;2;8;8;6;""
6766369;14843827;2;6;8;10;""
6766369;14844325;2;10;6;10;""
6766369;14844750;2;10;10;null;""
6766369;14830355;1;7;null;7;""
6766369;14830605;1;7;7;7;""
6766369;14842257;1;7;7;9;""
6766369;14842617;1;9;7;9;""
6766369;14843706;1;9;9;7;""
6766369;14843827;1;7;9;11;""
6766369;14844325;1;11;7;11;""
6766369;14844750;1;11;11;null;""
6766369;14830605;1;9;null;9;""
6766369;14842257;1;9;9;11;""
6766369;14842617;1;11;9;11;""
6766369;14843706;1;11;11;9;""
6766369;14843827;1;9;11;13;""
6766369;14844325;1;13;9;13;""
6766369;14844750;1;13;13;null;""
6766369;14830605;2;10;null;10;""
6766369;14842257;2;10;10;12;""
6766369;14842617;2;12;10;12;""
6766369;14843706;2;12;12;10;""
6766369;14843827;2;10;12;14;""
6766369;14844325;2;14;10;14;""
6766369;14844750;2;14;14;null;""
6766369;14842617;2;2;null;2;""
6766369;14843706;2;2;2;2;""
6766369;14843827;2;2;2;6;""
6766369;14844325;2;6;2;6;""
6766369;14844750;2;6;6;null;""
6766369;14842617;1;3;null;3;""
6766369;14843706;1;3;3;3;""
6766369;14843827;1;3;3;7;""
6766369;14844325;1;7;3;7;""
6766369;14844750;1;7;7;null;""
6766369;14844325;1;1;null;1;""
6766369;14844750;1;1;1;null;""
6766369;14844325;2;2;null;2;""
6766369;14844750;2;2;2;null;""
6766369;14844325;1;3;null;3;""
6766369;14844750;1;3;3;null;""
6766369;14844325;2;4;null;4;""
6766369;14844750;2;4;4;null;""
