Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
51032072;19855204;2872137;2;598c5edd-878c-472b-aa93-0eee5a9964cb;2013-11-08 09:08:59.0;"Set `closeOnClick`  to close&#xD;&#xA;&#xD;&#xA;    $(function(){&#xD;&#xA;          $('#menu').slicknav({&#xD;&#xA;            closeOnClick:true&#xD;&#xA;          });&#xD;&#xA;    	});&#xD;&#xA;&#xD;&#xA;http://jsbin.com/UqUloNO/6/";;
51032766;19855204;2872137;5;249e179b-b3f2-4258-bfce-55095b285931;2013-11-08 09:19:40.0;"Set `closeOnClick:true`  to close&#xD;&#xA;&#xD;&#xA;    $(function(){&#xD;&#xA;          $('#menu').slicknav({&#xD;&#xA;            closeOnClick:true&#xD;&#xA;          });&#xD;&#xA;    	});&#xD;&#xA;&#xD;&#xA;http://jsbin.com/UqUloNO/6/";;added 5 characters in body
