Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
44667958;17995201;260511;2;50ac0967-15c4-46ff-83b6-9c213ea10cf8;2013-08-01 13:18:41.0;"I am using jaxb2.1&#xD;&#xA;&#xD;&#xA;I am unmarsheling generated xml files object back into XML.&#xD;&#xA;But I am getting extra namespaces in the child elements and I have no idea how to get rid of them:&#xD;&#xA;&#xD;&#xA;    <abc:buttons xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#"" interfaceVersion=""1.0"" partition=""Distributor"">&#xD;&#xA;    `<button `xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#`""` identifier=""UID-1d1ed99a-8ebe-4da3-88af-2917a6708470"" name=""doratis"" type=""Supplier"" webAddress="""" phone=""""/>&#xD;&#xA;    <button xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#"" identifier=""UID-ssssssss-b2bd-4346-b196-7b7b160e5840"" name=""doratis"" type=""Supplier"" webAddress="""" phone=""""/>&#xD;&#xA;    </abc:buttons>&#xD;&#xA;&#xD;&#xA;This is how I create an element:&#xD;&#xA;&#xD;&#xA;    private final static QName _Button_QNAME = new QName(""http://www.abc-sa.com/schema/edx1.x"", ""Organization"");&#xD;&#xA;&#xD;&#xA;    public JAXBElement<ButtonType> createButtonTypeElement(ButtonType buttonType) {&#xD;&#xA;    		return new JAXBElement<ButtonType>(_Button_QNAME, ButtonType.class, null, buttonType);&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;I am using getEdxNamespacePrefixMapper to set the prefix. but what Am I missing here?&#xD;&#xA;&#xD;&#xA;Thanks,&#xD;&#xA;ray.";;
44669259;17995201;260511;5;b00ceac7-a530-4503-a02c-8f7328fc88ee;2013-08-01 13:39:03.0;"I am using jaxb2.1&#xD;&#xA;&#xD;&#xA;I am unmarsheling generated xml files object back into XML.&#xD;&#xA;But I am getting extra namespaces in the child elements and I have no idea how to get rid of them:&#xD;&#xA;&#xD;&#xA;    <abc:buttons xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#"" interfaceVersion=""1.0"" partition=""Distributor"">&#xD;&#xA;    `<button xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#`""` identifier=""UID-1d1ed99a-8ebe-4da3-88af-2917a6708470"" name=""doratis"" type=""Supplier"" webAddress="""" phone=""""/>&#xD;&#xA;    <button xmlns:abc=""http://www.abc-sa.com/schema/abc1.x"" xmlns:ds=""http://www.w3.org/2000/09/xmldsig#"" identifier=""UID-ssssssss-b2bd-4346-b196-7b7b160e5840"" name=""doratis"" type=""Supplier"" webAddress="""" phone=""""/>&#xD;&#xA;    </abc:buttons>&#xD;&#xA;&#xD;&#xA;This is how I create an element:&#xD;&#xA;&#xD;&#xA;    private final static QName _Button_QNAME = new QName(""http://www.abc-sa.com/schema/edx1.x"", ""Organization"");&#xD;&#xA;&#xD;&#xA;    public JAXBElement<ButtonType> createButtonTypeElement(ButtonType buttonType) {&#xD;&#xA;    		return new JAXBElement<ButtonType>(_Button_QNAME, ButtonType.class, null, buttonType);&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;I am using getEdxNamespacePrefixMapper to set the prefix. but what Am I missing here?&#xD;&#xA;&#xD;&#xA;Thanks,&#xD;&#xA;ray.";;deleted 1 characters in body
