PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"34362501";"106726431";"1";"1";"null";"1";"";
"34362501";"106727388";"1";"1";"1";"1";"";
"34362501";"106745432";"1";"1";"1";"1";"";
"34362501";"106797701";"1";"1";"1";"1";"";
"34362501";"106816986";"1";"1";"1";"1";"";
"34362501";"106817254";"1";"1";"1";"1";"";
"34362501";"106817609";"1";"1";"1";"1";"";
"34362501";"106817968";"1";"1";"1";"null";"";
"34362501";"106726431";"2";"2";"null";"2";"";
"34362501";"106727388";"2";"2";"2";"2";"";
"34362501";"106745432";"2";"2";"2";"2";"";
"34362501";"106797701";"2";"2";"2";"2";"";
"34362501";"106816986";"2";"2";"2";"2";"";
"34362501";"106817254";"2";"2";"2";"2";"";
"34362501";"106817609";"2";"2";"2";"2";"";
"34362501";"106817968";"2";"2";"2";"null";"";
"34362501";"106726431";"1";"3";"null";"3";"";
"34362501";"106727388";"1";"3";"3";"3";"";
"34362501";"106745432";"1";"3";"3";"null";"";
"34362501";"106816986";"1";"3";"null";"null";"";
