PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
4494490;9488060;1;1;null;1;""
4494490;9488197;1;1;1;1;""
4494490;9488295;1;1;1;1;""
4494490;9494444;1;1;1;1;""
4494490;9494609;1;1;1;1;""
4494490;9494676;1;1;1;1;""
4494490;9494769;1;1;1;1;""
4494490;9523132;1;1;1;1;""
4494490;147546862;1;1;1;null;""
4494490;9494444;2;2;null;2;""
4494490;9494609;2;2;2;2;""
4494490;9494676;2;2;2;2;""
4494490;9494769;2;2;2;2;""
4494490;9523132;2;2;2;2;""
4494490;147546862;2;2;2;null;""
4494490;9494444;1;3;null;3;""
4494490;9494609;1;3;3;3;""
4494490;9494676;1;3;3;3;""
4494490;9494769;1;3;3;3;""
4494490;9523132;1;3;3;3;""
4494490;147546862;1;3;3;null;""
