PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
31304776;94655405;1;1;null;1;""
31304776;94656294;1;1;1;1;""
31304776;94658066;1;1;1;1;""
31304776;94732711;1;1;1;1;""
31304776;94733406;1;1;1;1;""
31304776;94735898;1;1;1;1;""
31304776;94736356;1;1;1;1;""
31304776;94736491;1;1;1;null;""
31304776;94655405;2;2;null;2;""
31304776;94656294;2;2;2;2;""
31304776;94658066;2;2;2;2;""
31304776;94732711;2;2;2;2;""
31304776;94733406;2;2;2;2;""
31304776;94735898;2;2;2;2;""
31304776;94736356;2;2;2;2;""
31304776;94736491;2;2;2;null;""
31304776;94655405;1;3;null;3;""
31304776;94656294;1;3;3;3;""
31304776;94658066;1;3;3;3;""
31304776;94732711;1;3;3;3;""
31304776;94733406;1;3;3;3;""
31304776;94735898;1;3;3;3;""
31304776;94736356;1;3;3;3;""
31304776;94736491;1;3;3;null;""
31304776;94655405;2;4;null;4;""
31304776;94656294;2;4;4;4;""
31304776;94658066;2;4;4;4;""
31304776;94732711;2;4;4;4;""
31304776;94733406;2;4;4;4;""
31304776;94735898;2;4;4;4;""
31304776;94736356;2;4;4;4;""
31304776;94736491;2;4;4;null;""
31304776;94655405;1;5;null;5;""
31304776;94656294;1;5;5;5;""
31304776;94658066;1;5;5;5;""
31304776;94732711;1;5;5;5;""
31304776;94733406;1;5;5;5;""
31304776;94735898;1;5;5;5;""
31304776;94736356;1;5;5;5;""
31304776;94736491;1;5;5;null;""
31304776;94655405;2;6;null;6;""
31304776;94656294;2;6;6;6;""
31304776;94658066;2;6;6;6;""
31304776;94732711;2;6;6;6;""
31304776;94733406;2;6;6;6;""
31304776;94735898;2;6;6;6;""
31304776;94736356;2;6;6;6;""
31304776;94736491;2;6;6;null;""
31304776;94733406;1;7;null;7;""
31304776;94735898;1;7;7;null;""
31304776;94733406;2;8;null;8;""
31304776;94735898;2;8;8;null;""
31304776;94736491;1;7;null;null;""
31304776;94736491;2;8;null;null;""
