PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"2337537";"4746540";"1";"1";"null";"1";""
"2337537";"4746595";"1";"1";"1";"1";""
"2337537";"4746711";"1";"1";"1";"null";""
"2337537";"4746540";"2";"2";"null";"10";""
"2337537";"4746595";"2";"10";"2";"10";""
"2337537";"4746711";"2";"10";"10";"null";""
"2337537";"4746540";"1";"3";"null";"11";""
"2337537";"4746595";"1";"11";"3";"11";""
"2337537";"4746711";"1";"11";"11";"null";""
"2337537";"4746595";"2";"2";"null";"2";""
"2337537";"4746711";"2";"2";"2";"null";""
"2337537";"4746595";"1";"3";"null";"3";""
"2337537";"4746711";"1";"3";"3";"null";""
"2337537";"4746595";"2";"4";"null";"4";""
"2337537";"4746711";"2";"4";"4";"null";""
"2337537";"4746595";"1";"5";"null";"5";""
"2337537";"4746711";"1";"5";"5";"null";""
"2337537";"4746595";"2";"6";"null";"6";""
"2337537";"4746711";"2";"6";"6";"null";""
"2337537";"4746595";"1";"7";"null";"7";""
"2337537";"4746711";"1";"7";"7";"null";""
"2337537";"4746595";"2";"8";"null";"8";""
"2337537";"4746711";"2";"8";"8";"null";""
"2337537";"4746595";"1";"9";"null";"9";""
"2337537";"4746711";"1";"9";"9";"null";""
