PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"31014296";"93516705";"1";"1";"null";"1";""
"31014296";"93517106";"1";"1";"1";"1";""
"31014296";"93517345";"1";"1";"1";"1";""
"31014296";"93517601";"1";"1";"1";"null";""
"31014296";"93516705";"2";"2";"null";"2";""
"31014296";"93517106";"2";"2";"2";"2";""
"31014296";"93517345";"2";"2";"2";"2";""
"31014296";"93517601";"2";"2";"2";"null";""
"31014296";"93516705";"1";"3";"null";"3";""
"31014296";"93517106";"1";"3";"3";"3";""
"31014296";"93517345";"1";"3";"3";"3";""
"31014296";"93517601";"1";"3";"3";"null";""
"31014296";"93516705";"2";"4";"null";"4";""
"31014296";"93517106";"2";"4";"4";"4";""
"31014296";"93517345";"2";"4";"4";"4";""
"31014296";"93517601";"2";"4";"4";"null";""
"31014296";"93516705";"1";"5";"null";"5";""
"31014296";"93517106";"1";"5";"5";"5";""
"31014296";"93517345";"1";"5";"5";"5";""
"31014296";"93517601";"1";"5";"5";"null";""
"31014296";"93517106";"2";"6";"null";"6";""
"31014296";"93517345";"2";"6";"6";"6";""
"31014296";"93517601";"2";"6";"6";"null";""
"31014296";"93517106";"1";"7";"null";"7";""
"31014296";"93517345";"1";"7";"7";"7";""
"31014296";"93517601";"1";"7";"7";"null";""
"31014296";"93517106";"2";"8";"null";"8";""
"31014296";"93517345";"2";"8";"8";"8";""
"31014296";"93517601";"2";"8";"8";"null";""
"31014296";"93517106";"1";"9";"null";"9";""
"31014296";"93517345";"1";"9";"9";"9";""
"31014296";"93517601";"1";"9";"9";"null";""
"31014296";"93517106";"2";"10";"null";"10";""
"31014296";"93517345";"2";"10";"10";"10";""
"31014296";"93517601";"2";"10";"10";"null";""
"31014296";"93517601";"1";"11";"null";"null";""
