PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"6026870";"13033207";"1";"1";"null";"5";""
"6026870";"13033240";"1";"5";"1";"5";""
"6026870";"13033914";"1";"5";"5";"null";""
"6026870";"13033240";"1";"1";"null";"1";""
"6026870";"13033914";"1";"1";"1";"null";""
"6026870";"13033240";"2";"2";"null";"2";""
"6026870";"13033914";"2";"2";"2";"null";""
"6026870";"13033240";"1";"3";"null";"3";""
"6026870";"13033914";"1";"3";"3";"null";""
"6026870";"13033240";"2";"4";"null";"4";""
"6026870";"13033914";"2";"4";"4";"null";""
