PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"15513253";"37745378";"1";"1";"null";"1";""
"15513253";"37766200";"1";"1";"1";"1";""
"15513253";"37766787";"1";"1";"1";"null";""
"15513253";"37745378";"2";"2";"null";"2";""
"15513253";"37766200";"2";"2";"2";"2";""
"15513253";"37766787";"2";"2";"2";"null";""
"15513253";"37745378";"1";"3";"null";"3";""
"15513253";"37766200";"1";"3";"3";"3";""
"15513253";"37766787";"1";"3";"3";"null";""
"15513253";"37745378";"2";"4";"null";"4";""
"15513253";"37766200";"2";"4";"4";"4";""
"15513253";"37766787";"2";"4";"4";"null";""
"15513253";"37745378";"1";"5";"null";"5";""
"15513253";"37766200";"1";"5";"5";"5";""
"15513253";"37766787";"1";"5";"5";"null";""
"15513253";"37745378";"2";"6";"null";"6";""
"15513253";"37766200";"2";"6";"6";"6";""
"15513253";"37766787";"2";"6";"6";"null";""
"15513253";"37745378";"1";"7";"null";"7";""
"15513253";"37766200";"1";"7";"7";"7";""
"15513253";"37766787";"1";"7";"7";"null";""
"15513253";"37766200";"2";"8";"null";"8";""
"15513253";"37766787";"2";"8";"8";"null";""
"15513253";"37766787";"1";"9";"null";"null";""
"15513253";"37766787";"2";"10";"null";"null";""
