PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"14795271";"35751584";"1";"1";"null";"1";""
"14795271";"35751728";"1";"1";"1";"null";""
"14795271";"35751584";"2";"2";"null";"2";""
"14795271";"35751728";"2";"2";"2";"null";""
"14795271";"35751584";"1";"3";"null";"3";""
"14795271";"35751728";"1";"3";"3";"null";""
"14795271";"35751584";"2";"4";"null";"4";""
"14795271";"35751728";"2";"4";"4";"null";""
"14795271";"35751584";"1";"5";"null";"5";""
"14795271";"35751728";"1";"5";"5";"null";""
"14795271";"35751584";"2";"6";"null";"6";""
"14795271";"35751728";"2";"6";"6";"null";""
"14795271";"35751584";"1";"7";"null";"7";""
"14795271";"35751728";"1";"7";"7";"null";""
"14795271";"35751728";"2";"8";"null";"null";""
"14795271";"35751728";"1";"9";"null";"null";""
"14795271";"35751728";"2";"10";"null";"null";""
