PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
"17460865";"43148265";"1";"1";"null";"1";""
"17460865";"43249969";"1";"1";"1";"1";""
"17460865";"43250161";"1";"1";"1";"null";""
"17460865";"43148265";"2";"2";"null";"2";""
"17460865";"43249969";"2";"2";"2";"2";""
"17460865";"43250161";"2";"2";"2";"null";""
"17460865";"43148265";"1";"3";"null";"3";""
"17460865";"43249969";"1";"3";"3";"3";""
"17460865";"43250161";"1";"3";"3";"null";""
"17460865";"43148265";"2";"4";"null";"4";""
"17460865";"43249969";"2";"4";"4";"4";""
"17460865";"43250161";"2";"4";"4";"null";""
"17460865";"43148265";"1";"5";"null";"5";""
"17460865";"43249969";"1";"5";"5";"5";""
"17460865";"43250161";"1";"5";"5";"null";""
"17460865";"43249969";"2";"6";"null";"6";""
"17460865";"43250161";"2";"6";"6";"null";""
"17460865";"43249969";"1";"7";"null";"7";""
"17460865";"43250161";"1";"7";"7";"null";""
"17460865";"43249969";"2";"8";"null";"8";""
"17460865";"43250161";"2";"8";"8";"null";""
"17460865";"43249969";"1";"9";"null";"9";""
"17460865";"43250161";"1";"9";"9";"null";""
"17460865";"43249969";"2";"10";"null";"10";""
"17460865";"43250161";"2";"10";"10";"null";""
"17460865";"43249969";"1";"11";"null";"11";""
"17460865";"43250161";"1";"11";"11";"null";""
"17460865";"43250161";"2";"12";"null";"null";""
"17460865";"43250161";"1";"13";"null";"null";""
"17460865";"43250161";"2";"14";"null";"null";""
