PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
3044193;6294118;1;1;null;1;""
3044193;6307251;1;1;1;1;""
3044193;6307279;1;1;1;1;""
3044193;6342992;1;1;1;null;""
3044193;6294118;2;2;null;2;""
3044193;6307251;2;2;2;2;""
3044193;6307279;2;2;2;2;""
3044193;6342992;2;2;2;null;""
3044193;6294118;1;3;null;3;""
3044193;6307251;1;3;3;3;""
3044193;6307279;1;3;3;3;""
3044193;6342992;1;3;3;null;""
3044193;6307251;2;4;null;4;""
3044193;6307279;2;4;4;4;""
3044193;6342992;2;4;4;null;""
3044193;6307251;1;5;null;5;""
3044193;6307279;1;5;5;5;""
3044193;6342992;1;5;5;null;""
