PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
22507249;60768910;1;1;null;1;
22507249;60768910;2;2;null;2;
22507249;60768910;1;3;null;3;
22507249;60768910;2;4;null;4;
22507249;60768910;1;5;null;7;
22507249;60770592;1;1;1;1;
22507249;60770592;2;2;2;2;
22507249;60770592;1;3;3;3;
22507249;60770592;2;4;4;4;
22507249;60770592;1;5;null;5;
22507249;60770592;2;6;null;6;
22507249;60770592;1;7;5;7;
22507249;60962738;1;1;1;null;
22507249;60962738;2;2;2;null;
22507249;60962738;1;3;3;null;
22507249;60962738;2;4;4;null;
22507249;60962738;1;5;5;null;
22507249;60962738;2;6;6;null;
22507249;60962738;1;7;7;null;
