PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
41727254;136301021;1;1;null;1;""
41727254;136303192;1;1;1;1;""
41727254;136303370;1;1;1;null;""
41727254;136301021;2;2;null;2;""
41727254;136303192;2;2;2;2;""
41727254;136303370;2;2;2;null;""
41727254;136301021;1;3;null;3;""
41727254;136303192;1;3;3;3;""
41727254;136303370;1;3;3;null;""
41727254;136301021;2;4;null;4;""
41727254;136303192;2;4;4;4;""
41727254;136303370;2;4;4;null;""
41727254;136301021;1;5;null;5;""
41727254;136303192;1;5;5;5;""
41727254;136303370;1;5;5;null;""
41727254;136301021;2;6;null;6;""
41727254;136303192;2;6;6;6;""
41727254;136303370;2;6;6;null;""
41727254;136303192;1;7;null;7;""
41727254;136303370;1;7;7;null;""
