PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
34701679;108093680;1;1;null;1;
34701679;108093680;2;2;null;2;
34701679;108093680;1;3;null;3;
34701679;108093680;2;4;null;4;
34701679;108093680;1;5;null;5;
34701679;108093680;2;6;null;6;
34701679;108093680;1;7;null;7;
34701679;108093680;2;8;null;8;
34701679;108093680;1;9;null;9;
34701679;108093680;2;10;null;12;
34701679;108093680;1;11;null;13;
34701679;108250962;1;1;1;null;
34701679;108250962;2;2;2;null;
34701679;108250962;1;3;3;null;
34701679;108250962;2;4;4;null;
34701679;108250962;1;5;5;null;
34701679;108250962;2;6;6;null;
34701679;108250962;1;7;7;null;
34701679;108250962;2;8;8;null;
34701679;108250962;1;9;9;null;
34701679;108250962;2;10;null;null;
34701679;108250962;1;11;null;null;
34701679;108250962;2;12;10;null;
34701679;108250962;1;13;11;null;
34701679;108250962;2;14;null;null;
34701679;108250962;1;15;null;null;
34701679;108250962;2;16;null;null;
