PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
1336419;2631707;1;1;null;1;""
1336419;15563547;1;1;1;1;""
1336419;15627981;1;1;1;1;""
1336419;100463609;1;1;1;null;""
1336419;2631707;2;2;null;2;""
1336419;15563547;2;2;2;2;""
1336419;15627981;2;2;2;2;""
1336419;100463609;2;2;2;null;""
1336419;2631707;1;3;null;3;""
1336419;15563547;1;3;3;3;""
1336419;15627981;1;3;3;3;""
1336419;100463609;1;3;3;null;""
1336419;2631707;2;4;null;4;""
1336419;15563547;2;4;4;4;""
1336419;15627981;2;4;4;4;""
1336419;100463609;2;4;4;null;""
1336419;2631707;1;5;null;5;""
1336419;15563547;1;5;5;5;""
1336419;15627981;1;5;5;5;""
1336419;100463609;1;5;5;null;""
1336419;2631707;2;6;null;6;""
1336419;15563547;2;6;6;6;""
1336419;15627981;2;6;6;6;""
1336419;100463609;2;6;6;null;""
1336419;2631707;1;7;null;7;""
1336419;15563547;1;7;7;7;""
1336419;15627981;1;7;7;7;""
1336419;100463609;1;7;7;null;""
