PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"3145655"; "6514576"; "1"; "1"; "null"; "1"; ""; 
"3145655"; "6514721"; "1"; "1"; "1"; "1"; ""; 
"3145655"; "6942029"; "1"; "1"; "1"; "1"; ""; 
"3145655"; "9043650"; "1"; "1"; "1"; "1"; ""; 
"3145655"; "20947168"; "1"; "1"; "1"; "1"; ""; 
"3145655"; "23073332"; "1"; "1"; "1"; "1"; ""; 
"3145655"; "42687045"; "1"; "1"; "1"; "null"; ""; 
"3145655"; "6514576"; "2"; "2"; "null"; "2"; ""; 
"3145655"; "6514721"; "2"; "2"; "2"; "2"; ""; 
"3145655"; "6942029"; "2"; "2"; "2"; "2"; ""; 
"3145655"; "9043650"; "2"; "2"; "2"; "2"; ""; 
"3145655"; "20947168"; "2"; "2"; "2"; "2"; ""; 
"3145655"; "23073332"; "2"; "2"; "2"; "2"; ""; 
"3145655"; "42687045"; "2"; "2"; "2"; "null"; ""; 
"3145655"; "6514576"; "1"; "3"; "null"; "3"; ""; 
"3145655"; "6514721"; "1"; "3"; "3"; "3"; ""; 
"3145655"; "6942029"; "1"; "3"; "3"; "3"; ""; 
"3145655"; "9043650"; "1"; "3"; "3"; "3"; ""; 
"3145655"; "20947168"; "1"; "3"; "3"; "3"; ""; 
"3145655"; "23073332"; "1"; "3"; "3"; "3"; ""; 
"3145655"; "42687045"; "1"; "3"; "3"; "null"; ""; 
"3145655"; "6514576"; "2"; "4"; "null"; "4"; ""; 
"3145655"; "6514721"; "2"; "4"; "4"; "4"; ""; 
"3145655"; "6942029"; "2"; "4"; "4"; "4"; ""; 
"3145655"; "9043650"; "2"; "4"; "4"; "4"; ""; 
"3145655"; "20947168"; "2"; "4"; "4"; "4"; ""; 
"3145655"; "23073332"; "2"; "4"; "4"; "4"; ""; 
"3145655"; "42687045"; "2"; "4"; "4"; "null"; ""; 
"3145655"; "6514721"; "1"; "5"; "null"; "5"; ""; 
"3145655"; "6942029"; "1"; "5"; "5"; "5"; ""; 
"3145655"; "9043650"; "1"; "5"; "5"; "5"; ""; 
"3145655"; "20947168"; "1"; "5"; "5"; "5"; ""; 
"3145655"; "23073332"; "1"; "5"; "5"; "5"; ""; 
"3145655"; "42687045"; "1"; "5"; "5"; "null"; ""; 
