PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"326440"; "40414907"; "1"; "5"; "null"; "5"; ""; 
"326440"; "40486052"; "1"; "5"; "5"; "7"; ""; 
"326440"; "59731823"; "1"; "7"; "5"; "7"; ""; 
"326440"; "62701439"; "1"; "7"; "7"; "7"; ""; 
"326440"; "62701614"; "1"; "7"; "7"; "7"; ""; 
"326440"; "84817726"; "1"; "7"; "7"; "7"; ""; 
"326440"; "84930034"; "1"; "7"; "7"; "7"; ""; 
"326440"; "118153554"; "1"; "7"; "7"; "7"; ""; 
"326440"; "118159104"; "1"; "7"; "7"; "null"; ""; 
"326440"; "40414907"; "2"; "6"; "null"; "6"; ""; 
"326440"; "40486052"; "2"; "6"; "6"; "8"; ""; 
"326440"; "59731823"; "2"; "8"; "6"; "8"; ""; 
"326440"; "62701439"; "2"; "8"; "8"; "8"; ""; 
"326440"; "62701614"; "2"; "8"; "8"; "8"; ""; 
"326440"; "84817726"; "2"; "8"; "8"; "8"; ""; 
"326440"; "84930034"; "2"; "8"; "8"; "8"; ""; 
"326440"; "118153554"; "2"; "8"; "8"; "8"; ""; 
"326440"; "118159104"; "2"; "8"; "8"; "null"; ""; 
"326440"; "40414907"; "1"; "7"; "null"; "7"; ""; 
"326440"; "40486052"; "1"; "7"; "7"; "9"; ""; 
"326440"; "59731823"; "1"; "9"; "7"; "9"; ""; 
"326440"; "62701439"; "1"; "9"; "9"; "9"; ""; 
"326440"; "62701614"; "1"; "9"; "9"; "9"; ""; 
"326440"; "84817726"; "1"; "9"; "9"; "9"; ""; 
"326440"; "84930034"; "1"; "9"; "9"; "9"; ""; 
"326440"; "118153554"; "1"; "9"; "9"; "9"; ""; 
"326440"; "118159104"; "1"; "9"; "9"; "null"; ""; 
"326440"; "59731823"; "1"; "3"; "null"; "3"; ""; 
"326440"; "62701439"; "1"; "3"; "3"; "3"; ""; 
"326440"; "62701614"; "1"; "3"; "3"; "3"; ""; 
"326440"; "84817726"; "1"; "3"; "3"; "3"; ""; 
"326440"; "84930034"; "1"; "3"; "3"; "3"; ""; 
"326440"; "118153554"; "1"; "3"; "3"; "3"; ""; 
"326440"; "118159104"; "1"; "3"; "3"; "null"; ""; 
"326440"; "59731823"; "2"; "4"; "null"; "4"; ""; 
"326440"; "62701439"; "2"; "4"; "4"; "4"; ""; 
"326440"; "62701614"; "2"; "4"; "4"; "4"; ""; 
"326440"; "84817726"; "2"; "4"; "4"; "4"; ""; 
"326440"; "84930034"; "2"; "4"; "4"; "4"; ""; 
"326440"; "118153554"; "2"; "4"; "4"; "4"; ""; 
"326440"; "118159104"; "2"; "4"; "4"; "null"; ""; 
