PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"326440"; "522158"; "1"; "1"; "null"; "1"; ""; 
"326440"; "522159"; "1"; "1"; "1"; "1"; ""; 
"326440"; "522160"; "1"; "1"; "1"; "1"; ""; 
"326440"; "3890740"; "1"; "1"; "1"; "1"; ""; 
"326440"; "40278052"; "1"; "1"; "1"; "null"; ""; 
"326440"; "522158"; "2"; "2"; "null"; "2"; ""; 
"326440"; "522159"; "2"; "2"; "2"; "2"; ""; 
"326440"; "522160"; "2"; "2"; "2"; "2"; ""; 
"326440"; "3890740"; "2"; "2"; "2"; "2"; ""; 
"326440"; "40278052"; "2"; "2"; "2"; "2"; ""; 
"326440"; "40414907"; "2"; "2"; "2"; "2"; ""; 
"326440"; "40486052"; "2"; "2"; "2"; "2"; ""; 
"326440"; "59731823"; "2"; "2"; "2"; "2"; ""; 
"326440"; "62701439"; "2"; "2"; "2"; "2"; ""; 
"326440"; "62701614"; "2"; "2"; "2"; "2"; ""; 
"326440"; "84817726"; "2"; "2"; "2"; "2"; ""; 
"326440"; "84930034"; "2"; "2"; "2"; "2"; ""; 
"326440"; "118153554"; "2"; "2"; "2"; "2"; ""; 
"326440"; "118159104"; "2"; "2"; "2"; "null"; ""; 
"326440"; "40278052"; "1"; "3"; "null"; "null"; ""; 
"326440"; "40278052"; "2"; "4"; "null"; "4"; ""; 
"326440"; "40414907"; "2"; "4"; "4"; "4"; ""; 
"326440"; "40486052"; "2"; "4"; "4"; "6"; ""; 
"326440"; "59731823"; "2"; "6"; "4"; "6"; ""; 
"326440"; "62701439"; "2"; "6"; "6"; "6"; ""; 
"326440"; "62701614"; "2"; "6"; "6"; "6"; ""; 
"326440"; "84817726"; "2"; "6"; "6"; "6"; ""; 
"326440"; "84930034"; "2"; "6"; "6"; "6"; ""; 
"326440"; "118153554"; "2"; "6"; "6"; "6"; ""; 
"326440"; "118159104"; "2"; "6"; "6"; "null"; ""; 
"326440"; "40414907"; "1"; "1"; "null"; "1"; ""; 
"326440"; "40486052"; "1"; "1"; "1"; "1"; ""; 
"326440"; "59731823"; "1"; "1"; "1"; "1"; ""; 
"326440"; "62701439"; "1"; "1"; "1"; "1"; ""; 
"326440"; "62701614"; "1"; "1"; "1"; "1"; ""; 
"326440"; "84817726"; "1"; "1"; "1"; "1"; ""; 
"326440"; "84930034"; "1"; "1"; "1"; "1"; ""; 
"326440"; "118153554"; "1"; "1"; "1"; "1"; ""; 
"326440"; "118159104"; "1"; "1"; "1"; "null"; ""; 
"326440"; "40414907"; "1"; "3"; "null"; "3"; ""; 
"326440"; "40486052"; "1"; "3"; "3"; "5"; ""; 
"326440"; "59731823"; "1"; "5"; "3"; "5"; ""; 
"326440"; "62701439"; "1"; "5"; "5"; "5"; ""; 
"326440"; "62701614"; "1"; "5"; "5"; "5"; ""; 
"326440"; "84817726"; "1"; "5"; "5"; "5"; ""; 
"326440"; "84930034"; "1"; "5"; "5"; "5"; ""; 
"326440"; "118153554"; "1"; "5"; "5"; "5"; ""; 
"326440"; "118159104"; "1"; "5"; "5"; "null"; ""; 
