PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"32342082"; "98716755"; "1"; "1"; "null"; "1"; ""; 
"32342082"; "98717129"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98717208"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98721700"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98803336"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98803541"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98804157"; "1"; "1"; "1"; "1"; ""; 
"32342082"; "98966750"; "1"; "1"; "1"; "null"; ""; 
"32342082"; "98716755"; "2"; "2"; "null"; "2"; ""; 
"32342082"; "98717129"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98717208"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98721700"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98803336"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98803541"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98804157"; "2"; "2"; "2"; "2"; ""; 
"32342082"; "98966750"; "2"; "2"; "2"; "null"; ""; 
"32342082"; "98721700"; "1"; "3"; "null"; "3"; ""; 
"32342082"; "98803336"; "1"; "3"; "3"; "3"; ""; 
"32342082"; "98803541"; "1"; "3"; "3"; "3"; ""; 
"32342082"; "98804157"; "1"; "3"; "3"; "3"; ""; 
"32342082"; "98966750"; "1"; "3"; "3"; "null"; ""; 
"32342082"; "98803336"; "2"; "4"; "null"; "4"; ""; 
"32342082"; "98803541"; "2"; "4"; "4"; "4"; ""; 
"32342082"; "98804157"; "2"; "4"; "4"; "4"; ""; 
"32342082"; "98966750"; "2"; "4"; "4"; "null"; ""; 
"32342082"; "98803336"; "1"; "5"; "null"; "5"; ""; 
"32342082"; "98803541"; "1"; "5"; "5"; "5"; ""; 
"32342082"; "98804157"; "1"; "5"; "5"; "5"; ""; 
"32342082"; "98966750"; "1"; "5"; "5"; "null"; ""; 
