PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"26044128"; "74278496"; "1"; "1"; "null"; "1"; ""; 
"26044128"; "74278806"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74279099"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74279497"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74279997"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74281251"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74281657"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74281952"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74282430"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74284779"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74292227"; "1"; "1"; "1"; "1"; ""; 
"26044128"; "74302960"; "1"; "1"; "1"; "null"; ""; 
"26044128"; "74278496"; "2"; "2"; "null"; "2"; ""; 
"26044128"; "74278806"; "2"; "2"; "2"; "3"; ""; 
"26044128"; "74279099"; "2"; "3"; "2"; "4"; ""; 
"26044128"; "74279497"; "2"; "4"; "3"; "4"; ""; 
"26044128"; "74279997"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74281251"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74281657"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74281952"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74282430"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74284779"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74292227"; "2"; "4"; "4"; "4"; ""; 
"26044128"; "74302960"; "2"; "4"; "4"; "null"; ""; 
"26044128"; "74278496"; "2"; "3"; "null"; "3"; ""; 
"26044128"; "74278806"; "2"; "3"; "3"; "4"; ""; 
"26044128"; "74279099"; "2"; "4"; "3"; "5"; ""; 
"26044128"; "74279497"; "2"; "5"; "4"; "5"; ""; 
"26044128"; "74279997"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74281251"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74281657"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74281952"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74282430"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74284779"; "2"; "5"; "5"; "5"; ""; 
"26044128"; "74292227"; "2"; "5"; "5"; "null"; ""; 
"26044128"; "74279099"; "2"; "2"; "null"; "2"; ""; 
"26044128"; "74279497"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74279997"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74281251"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74281657"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74281952"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74282430"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74284779"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74292227"; "2"; "2"; "2"; "2"; ""; 
"26044128"; "74302960"; "2"; "2"; "2"; "null"; ""; 
"26044128"; "74279497"; "1"; "3"; "null"; "3"; ""; 
"26044128"; "74279997"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74281251"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74281657"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74281952"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74282430"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74284779"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74292227"; "1"; "3"; "3"; "3"; ""; 
"26044128"; "74302960"; "1"; "3"; "3"; "null"; ""; 
"26044128"; "74281251"; "1"; "6"; "null"; "6"; ""; 
"26044128"; "74281657"; "1"; "6"; "6"; "6"; ""; 
"26044128"; "74281952"; "1"; "6"; "6"; "6"; ""; 
"26044128"; "74282430"; "1"; "6"; "6"; "6"; ""; 
"26044128"; "74284779"; "1"; "6"; "6"; "6"; ""; 
"26044128"; "74292227"; "1"; "6"; "6"; "6"; ""; 
"26044128"; "74302960"; "1"; "6"; "6"; "null"; ""; 
"26044128"; "74281952"; "2"; "7"; "null"; "7"; ""; 
"26044128"; "74282430"; "2"; "7"; "7"; "7"; ""; 
"26044128"; "74284779"; "2"; "7"; "7"; "7"; ""; 
"26044128"; "74292227"; "2"; "7"; "7"; "7"; ""; 
"26044128"; "74302960"; "2"; "7"; "7"; "null"; ""; 
"26044128"; "74302960"; "2"; "5"; "null"; "null"; ""; 
