PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"37625877"; "119651247"; "1"; "1"; "null"; "1"; ""; 
"37625877"; "119651373"; "1"; "1"; "1"; "null"; ""; 
"37625877"; "119651247"; "2"; "2"; "null"; "2"; ""; 
"37625877"; "119651373"; "2"; "2"; "2"; "null"; ""; 
"37625877"; "119651247"; "1"; "3"; "null"; "3"; ""; 
"37625877"; "119651373"; "1"; "3"; "3"; "null"; ""; 
"37625877"; "119651247"; "2"; "4"; "null"; "4"; ""; 
"37625877"; "119651373"; "2"; "4"; "4"; "null"; ""; 
"37625877"; "119651247"; "1"; "5"; "null"; "5"; ""; 
"37625877"; "119651373"; "1"; "5"; "5"; "null"; ""; 
"37625877"; "119651247"; "2"; "6"; "null"; "6"; ""; 
"37625877"; "119651373"; "2"; "6"; "6"; "null"; ""; 
"37625877"; "119651247"; "1"; "7"; "null"; "7"; ""; 
"37625877"; "119651373"; "1"; "7"; "7"; "null"; ""; 
"37625877"; "119651247"; "2"; "8"; "null"; "8"; ""; 
"37625877"; "119651373"; "2"; "8"; "8"; "null"; ""; 
"37625877"; "119651247"; "1"; "9"; "null"; "9"; ""; 
"37625877"; "119651373"; "1"; "9"; "9"; "null"; ""; 
"37625877"; "119651247"; "2"; "10"; "null"; "10"; ""; 
"37625877"; "119651373"; "2"; "10"; "10"; "null"; ""; 
"37625877"; "119651247"; "1"; "11"; "null"; "11"; ""; 
"37625877"; "119651373"; "1"; "11"; "11"; "null"; ""; 
"37625877"; "119651247"; "2"; "12"; "null"; "12"; ""; 
"37625877"; "119651373"; "2"; "12"; "12"; "null"; ""; 
"37625877"; "119651247"; "1"; "13"; "null"; "13"; ""; 
"37625877"; "119651373"; "1"; "13"; "13"; "null"; ""; 
"37625877"; "119651247"; "2"; "14"; "null"; "14"; ""; 
"37625877"; "119651373"; "2"; "14"; "14"; "null"; ""; 
"37625877"; "119651247"; "1"; "15"; "null"; "15"; ""; 
"37625877"; "119651373"; "1"; "15"; "15"; "null"; ""; 
"37625877"; "119651247"; "2"; "16"; "null"; "16"; ""; 
"37625877"; "119651373"; "2"; "16"; "16"; "null"; ""; 
"37625877"; "119651247"; "1"; "17"; "null"; "17"; ""; 
"37625877"; "119651373"; "1"; "17"; "17"; "null"; ""; 
"37625877"; "119651247"; "2"; "18"; "null"; "18"; ""; 
"37625877"; "119651373"; "2"; "18"; "18"; "null"; ""; 
"37625877"; "119651247"; "1"; "19"; "null"; "19"; ""; 
"37625877"; "119651373"; "1"; "19"; "19"; "null"; ""; 
"37625877"; "119651247"; "2"; "20"; "null"; "20"; ""; 
"37625877"; "119651373"; "2"; "20"; "20"; "null"; ""; 
"37625877"; "119651247"; "1"; "21"; "null"; "21"; ""; 
"37625877"; "119651373"; "1"; "21"; "21"; "null"; ""; 
