PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"1109108"; "2162989"; "1"; "1"; "null"; "1"; ""; 
"1109108"; "25651966"; "1"; "1"; "1"; "1"; ""; 
"1109108"; "35517641"; "1"; "1"; "1"; "1"; ""; 
"1109108"; "66409084"; "1"; "1"; "1"; "1"; ""; 
"1109108"; "94083976"; "1"; "1"; "1"; "1"; ""; 
"1109108"; "95758675"; "1"; "1"; "1"; "1"; ""; 
"1109108"; "99426826"; "1"; "1"; "1"; "null"; ""; 
"1109108"; "2162989"; "2"; "2"; "null"; "2"; ""; 
"1109108"; "25651966"; "2"; "2"; "2"; "2"; ""; 
"1109108"; "35517641"; "2"; "2"; "2"; "2"; ""; 
"1109108"; "66409084"; "2"; "2"; "2"; "2"; ""; 
"1109108"; "94083976"; "2"; "2"; "2"; "2"; ""; 
"1109108"; "95758675"; "2"; "2"; "2"; "2"; ""; 
"1109108"; "99426826"; "2"; "2"; "2"; "null"; ""; 
"1109108"; "2162989"; "1"; "3"; "null"; "3"; ""; 
"1109108"; "25651966"; "1"; "3"; "3"; "3"; ""; 
"1109108"; "35517641"; "1"; "3"; "3"; "3"; ""; 
"1109108"; "66409084"; "1"; "3"; "3"; "3"; ""; 
"1109108"; "94083976"; "1"; "3"; "3"; "3"; ""; 
"1109108"; "95758675"; "1"; "3"; "3"; "3"; ""; 
"1109108"; "99426826"; "1"; "3"; "3"; "null"; ""; 
