PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"9855338"; "22532718"; "1"; "1"; "null"; "1"; ""; 
"9855338"; "41363900"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "42180953"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "43476476"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "43642601"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "47310840"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "54798193"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "70346654"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "70479744"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "73787870"; "1"; "1"; "1"; "1"; ""; 
"9855338"; "73826976"; "1"; "1"; "1"; "null"; ""; 
"9855338"; "22532718"; "2"; "2"; "null"; "2"; ""; 
"9855338"; "41363900"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "42180953"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "43476476"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "43642601"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "47310840"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "54798193"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "70346654"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "70479744"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "73787870"; "2"; "2"; "2"; "2"; ""; 
"9855338"; "73826976"; "2"; "2"; "2"; "null"; ""; 
"9855338"; "22532718"; "1"; "3"; "null"; "3"; ""; 
"9855338"; "41363900"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "42180953"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "43476476"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "43642601"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "47310840"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "54798193"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "70346654"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "70479744"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "73787870"; "1"; "3"; "3"; "3"; ""; 
"9855338"; "73826976"; "1"; "3"; "3"; "null"; ""; 
