PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"23835422"; "65804602"; "1"; "1"; "null"; "1"; ""; 
"23835422"; "65804899"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65809162"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65809965"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65813792"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65840433"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65840711"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65841284"; "1"; "1"; "1"; "1"; ""; 
"23835422"; "65901795"; "1"; "1"; "1"; "null"; ""; 
"23835422"; "65804602"; "2"; "2"; "null"; "2"; ""; 
"23835422"; "65804899"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65809162"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65809965"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65813792"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65840433"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65840711"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65841284"; "2"; "2"; "2"; "2"; ""; 
"23835422"; "65901795"; "2"; "2"; "2"; "null"; ""; 
"23835422"; "65804602"; "1"; "3"; "null"; "3"; ""; 
"23835422"; "65804899"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65809162"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65809965"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65813792"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65840433"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65840711"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65841284"; "1"; "3"; "3"; "3"; ""; 
"23835422"; "65901795"; "1"; "3"; "3"; "null"; ""; 
"23835422"; "65804899"; "2"; "4"; "null"; "4"; ""; 
"23835422"; "65809162"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65809965"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65813792"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65840433"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65840711"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65841284"; "2"; "4"; "4"; "4"; ""; 
"23835422"; "65901795"; "2"; "4"; "4"; "null"; ""; 
"23835422"; "65804899"; "1"; "5"; "null"; "5"; ""; 
"23835422"; "65809162"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65809965"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65813792"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65840433"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65840711"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65841284"; "1"; "5"; "5"; "5"; ""; 
"23835422"; "65901795"; "1"; "5"; "5"; "null"; ""; 
"23835422"; "65840433"; "2"; "6"; "null"; "6"; ""; 
"23835422"; "65840711"; "2"; "6"; "6"; "6"; ""; 
"23835422"; "65841284"; "2"; "6"; "6"; "6"; ""; 
"23835422"; "65901795"; "2"; "6"; "6"; "null"; ""; 
