PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"9916041"; "22683154"; "1"; "1"; "null"; "1"; ""; 
"9916041"; "22684540"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22712549"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22757312"; "1"; "1"; "1"; "3"; ""; 
"9916041"; "22757535"; "1"; "3"; "1"; "5"; ""; 
"9916041"; "22763691"; "1"; "5"; "3"; "5"; ""; 
"9916041"; "22766371"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22847068"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22847974"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22848949"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22891048"; "1"; "5"; "5"; "null"; ""; 
"9916041"; "22683154"; "2"; "2"; "null"; "2"; ""; 
"9916041"; "22684540"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22712549"; "2"; "2"; "2"; "4"; ""; 
"9916041"; "22757312"; "2"; "4"; "2"; "6"; ""; 
"9916041"; "22757535"; "2"; "6"; "4"; "10"; ""; 
"9916041"; "22763691"; "2"; "10"; "6"; "10"; ""; 
"9916041"; "22766371"; "2"; "10"; "10"; "10"; ""; 
"9916041"; "22847068"; "2"; "10"; "10"; "10"; ""; 
"9916041"; "22847974"; "2"; "10"; "10"; "10"; ""; 
"9916041"; "22848949"; "2"; "10"; "10"; "10"; ""; 
"9916041"; "22891048"; "2"; "10"; "10"; "8"; ""; 
"9916041"; "22931083"; "2"; "8"; "10"; "8"; ""; 
"9916041"; "22933831"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22934649"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22938653"; "2"; "8"; "8"; "null"; ""; 
"9916041"; "22683154"; "1"; "3"; "null"; "3"; ""; 
"9916041"; "22684540"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22712549"; "1"; "3"; "3"; "null"; ""; 
"9916041"; "22683154"; "2"; "4"; "null"; "4"; ""; 
"9916041"; "22684540"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22712549"; "2"; "4"; "4"; "2"; ""; 
"9916041"; "22757312"; "2"; "2"; "4"; "4"; ""; 
"9916041"; "22757535"; "2"; "4"; "2"; "8"; ""; 
"9916041"; "22763691"; "2"; "8"; "4"; "8"; ""; 
"9916041"; "22766371"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22847068"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22847974"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22848949"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22891048"; "2"; "8"; "8"; "6"; ""; 
"9916041"; "22931083"; "2"; "6"; "8"; "6"; ""; 
"9916041"; "22933831"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22934649"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22938653"; "2"; "6"; "6"; "null"; ""; 
"9916041"; "22683154"; "1"; "5"; "null"; "5"; ""; 
"9916041"; "22684540"; "1"; "5"; "5"; "5"; ""; 
"9916041"; "22712549"; "1"; "5"; "5"; "null"; ""; 
"9916041"; "22683154"; "2"; "6"; "null"; "6"; ""; 
"9916041"; "22684540"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22712549"; "2"; "6"; "6"; "null"; ""; 
"9916041"; "22683154"; "1"; "7"; "null"; "7"; ""; 
"9916041"; "22684540"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22712549"; "1"; "7"; "7"; "null"; ""; 
"9916041"; "22683154"; "2"; "8"; "null"; "8"; ""; 
"9916041"; "22684540"; "2"; "8"; "8"; "8"; ""; 
"9916041"; "22712549"; "2"; "8"; "8"; "null"; ""; 
"9916041"; "22683154"; "1"; "9"; "null"; "9"; ""; 
"9916041"; "22684540"; "1"; "9"; "9"; "9"; ""; 
"9916041"; "22712549"; "1"; "9"; "9"; "5"; ""; 
"9916041"; "22757312"; "1"; "5"; "9"; "7"; ""; 
"9916041"; "22757535"; "1"; "7"; "5"; "11"; ""; 
"9916041"; "22763691"; "1"; "11"; "7"; "11"; ""; 
"9916041"; "22766371"; "1"; "11"; "11"; "null"; ""; 
"9916041"; "22757312"; "1"; "3"; "null"; "5"; ""; 
"9916041"; "22757535"; "1"; "5"; "3"; "9"; ""; 
"9916041"; "22763691"; "1"; "9"; "5"; "9"; ""; 
"9916041"; "22766371"; "1"; "9"; "9"; "9"; ""; 
"9916041"; "22847068"; "1"; "9"; "9"; "9"; ""; 
"9916041"; "22847974"; "1"; "9"; "9"; "9"; ""; 
"9916041"; "22848949"; "1"; "9"; "9"; "9"; ""; 
"9916041"; "22891048"; "1"; "9"; "9"; "7"; ""; 
"9916041"; "22931083"; "1"; "7"; "9"; "7"; ""; 
"9916041"; "22933831"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22934649"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22938653"; "1"; "7"; "7"; "null"; ""; 
"9916041"; "22757535"; "1"; "1"; "null"; "1"; ""; 
"9916041"; "22763691"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22766371"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22847068"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22847974"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22848949"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22891048"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22931083"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22933831"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22934649"; "1"; "1"; "1"; "1"; ""; 
"9916041"; "22938653"; "1"; "1"; "1"; "null"; ""; 
"9916041"; "22757535"; "2"; "2"; "null"; "2"; ""; 
"9916041"; "22763691"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22766371"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22847068"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22847974"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22848949"; "2"; "2"; "2"; "2"; ""; 
"9916041"; "22891048"; "2"; "2"; "2"; "null"; ""; 
"9916041"; "22763691"; "1"; "3"; "null"; "3"; ""; 
"9916041"; "22766371"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22847068"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22847974"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22848949"; "1"; "3"; "3"; "3"; ""; 
"9916041"; "22891048"; "1"; "3"; "3"; "null"; ""; 
"9916041"; "22763691"; "2"; "4"; "null"; "4"; ""; 
"9916041"; "22766371"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22847068"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22847974"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22848949"; "2"; "4"; "4"; "4"; ""; 
"9916041"; "22891048"; "2"; "4"; "4"; "null"; ""; 
"9916041"; "22763691"; "2"; "6"; "null"; "6"; ""; 
"9916041"; "22766371"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22847068"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22847974"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22848949"; "2"; "6"; "6"; "6"; ""; 
"9916041"; "22891048"; "2"; "6"; "6"; "null"; ""; 
"9916041"; "22763691"; "1"; "7"; "null"; "7"; ""; 
"9916041"; "22766371"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22847068"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22847974"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22848949"; "1"; "7"; "7"; "7"; ""; 
"9916041"; "22891048"; "1"; "7"; "7"; "null"; ""; 
"9916041"; "22847068"; "1"; "11"; "null"; "11"; ""; 
"9916041"; "22847974"; "1"; "11"; "11"; "11"; ""; 
"9916041"; "22848949"; "1"; "11"; "11"; "11"; ""; 
"9916041"; "22891048"; "1"; "11"; "11"; "null"; ""; 
"9916041"; "22847068"; "2"; "12"; "null"; "12"; ""; 
"9916041"; "22847974"; "2"; "12"; "12"; "12"; ""; 
"9916041"; "22848949"; "2"; "12"; "12"; "12"; ""; 
"9916041"; "22891048"; "2"; "12"; "12"; "null"; ""; 
"9916041"; "22847068"; "1"; "13"; "null"; "13"; ""; 
"9916041"; "22847974"; "1"; "13"; "13"; "13"; ""; 
"9916041"; "22848949"; "1"; "13"; "13"; "13"; ""; 
"9916041"; "22891048"; "1"; "13"; "13"; "null"; ""; 
"9916041"; "22847068"; "2"; "14"; "null"; "14"; ""; 
"9916041"; "22847974"; "2"; "14"; "14"; "14"; ""; 
"9916041"; "22848949"; "2"; "14"; "14"; "14"; ""; 
"9916041"; "22891048"; "2"; "14"; "14"; "null"; ""; 
"9916041"; "22847068"; "1"; "15"; "null"; "15"; ""; 
"9916041"; "22847974"; "1"; "15"; "15"; "17"; ""; 
"9916041"; "22848949"; "1"; "17"; "15"; "17"; ""; 
"9916041"; "22891048"; "1"; "17"; "17"; "null"; ""; 
"9916041"; "22847068"; "2"; "16"; "null"; "16"; ""; 
"9916041"; "22847974"; "2"; "16"; "16"; "18"; ""; 
