PostId; PostHistoryId; PostBlockTypeId; LocalId; PredLocalId; SuccLocalId; Comment
"26196831"; "74868298"; "1"; "1"; "null"; "1"; ""; 
"26196831"; "74868477"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "74868665"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "75941347"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "77386841"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "80624528"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "104781354"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "122126277"; "1"; "1"; "1"; "1"; ""; 
"26196831"; "127047617"; "1"; "1"; "1"; "null"; ""; 
"26196831"; "74868298"; "2"; "2"; "null"; "2"; ""; 
"26196831"; "74868477"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "74868665"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "75941347"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "77386841"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "80624528"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "104781354"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "122126277"; "2"; "2"; "2"; "2"; ""; 
"26196831"; "127047617"; "2"; "2"; "2"; "null"; ""; 
"26196831"; "74868298"; "1"; "3"; "null"; "3"; ""; 
"26196831"; "74868477"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "74868665"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "75941347"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "77386841"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "80624528"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "104781354"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "122126277"; "1"; "3"; "3"; "3"; ""; 
"26196831"; "127047617"; "1"; "3"; "3"; "null"; ""; 
"26196831"; "74868298"; "2"; "4"; "null"; "4"; ""; 
"26196831"; "74868477"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "74868665"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "75941347"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "77386841"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "80624528"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "104781354"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "122126277"; "2"; "4"; "4"; "4"; ""; 
"26196831"; "127047617"; "2"; "4"; "4"; "null"; ""; 
