Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
60295010;22381389;3165303;2;115bc59a-72f0-406d-9918-4b16f9078087;2014-03-13 14:17:05.0;"I have this code for sending sms to cellphones .&#xD;&#xA;However it doesn't seem to deliver the sms, am i missing something ? should i buy some account from cellular companies ?&#xD;&#xA;&#xD;&#xA;    public void sending (View v) &#xD;&#xA;	{&#xD;&#xA;		String messageToSend = ""this is a message"";&#xD;&#xA;		String number = ""1234567890"";&#xD;&#xA;		try {&#xD;&#xA;			SmsManager smsManager = SmsManager.getDefault();&#xD;&#xA;			smsManager.sendTextMessage(number, null, messageToSend, null, null);&#xD;&#xA;			Toast.makeText(getApplicationContext(), ""SMS Sent!"",&#xD;&#xA;					Toast.LENGTH_SHORT).show();&#xD;&#xA;		} catch (Exception e) {&#xD;&#xA;			Toast.makeText(getApplicationContext(),&#xD;&#xA;					""SMS faild, please try again later!"", Toast.LENGTH_LONG)&#xD;&#xA;					.show();&#xD;&#xA;			e.printStackTrace();&#xD;&#xA;		}&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;I have tried to send sms to my number many times,i used my number as ""1234567890"" using it as i dial it every day, then i tried using it with the international code ""+9720544218665"" &#xD;&#xA;&#xD;&#xA;thanks in advance";;
60295659;22381389;3165303;5;9791ed7c-802e-40f7-943d-34948266e3d7;2014-03-13 14:22:59.0;"I have this code for sending sms to cellphones .&#xD;&#xA;However it doesn't seem to deliver the sms, am i missing something ? should i buy some account from cellular companies ?&#xD;&#xA;&#xD;&#xA;    public void sending (View v) &#xD;&#xA;	{&#xD;&#xA;		String messageToSend = ""this is a message"";&#xD;&#xA;		String number = ""1234567890"";&#xD;&#xA;		try {&#xD;&#xA;			SmsManager smsManager = SmsManager.getDefault();&#xD;&#xA;			smsManager.sendTextMessage(number, null, messageToSend, null, null);&#xD;&#xA;			Toast.makeText(getApplicationContext(), ""SMS Sent!"",&#xD;&#xA;					Toast.LENGTH_SHORT).show();&#xD;&#xA;		} catch (Exception e) {&#xD;&#xA;			Toast.makeText(getApplicationContext(),&#xD;&#xA;					""SMS faild, please try again later!"", Toast.LENGTH_LONG)&#xD;&#xA;					.show();&#xD;&#xA;			e.printStackTrace();&#xD;&#xA;		}&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;I have tried to send sms to my number many times,i used my number as ""1234567890"" using it as i dial it every day, then i tried using it with the international code ""+9721234567890"" &#xD;&#xA;&#xD;&#xA;thanks in advance";;edited body
