Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
100985387;32919899;3810959;2;44b22497-6625-454c-86e9-deff31efa69f;2015-10-03 07:08:31.0;"No it will not throw cross origin error.&#xD;&#xA;&#xD;&#xA;    <iframe id=""test"" src="" ""www.anotherdomain.com/pages/firstPage.html""></iframe>&#xD;&#xA;&#xD;&#xA;**Javascript:**&#xD;&#xA;&#xD;&#xA;    alert(document.getElementById('test').src);&#xD;&#xA;&#xD;&#xA;It will alert the src value of iframe.&#xD;&#xA;&#xD;&#xA;Also you can set src ynamically.&#xD;&#xA;&#xD;&#xA;    document.getElementById('test').src = ""http://www.neuralnetworksolutions.com/resources.php"";";;
100985407;32919899;215969;5;99b27f15-05e8-48e2-921e-fcf3f595182c;2015-10-03 07:09:37.0;"No it will not throw cross origin error.&#xD;&#xA;&#xD;&#xA;    <iframe id=""test"" src=""www.anotherdomain.com/pages/firstPage.html""></iframe>&#xD;&#xA;&#xD;&#xA;**Javascript:**&#xD;&#xA;&#xD;&#xA;    alert(document.getElementById('test').src);&#xD;&#xA;&#xD;&#xA;It will alert the src value of iframe.&#xD;&#xA;&#xD;&#xA;Also you can set src ynamically.&#xD;&#xA;&#xD;&#xA;    document.getElementById('test').src = ""http://www.neuralnetworksolutions.com/resources.php"";";;fix markup
100985467;32919899;3810959;5;a35fbe82-9317-40e0-85b5-186a481f8d3e;2015-10-03 07:11:04.0;"No it will not throw cross origin error.&#xD;&#xA;&#xD;&#xA;    <iframe id=""test"" src=""www.anotherdomain.com/pages/firstPage.html""></iframe>&#xD;&#xA;&#xD;&#xA;**Javascript:**&#xD;&#xA;&#xD;&#xA;    alert(document.getElementById('test').src);&#xD;&#xA;&#xD;&#xA;It will alert the src value of iframe.&#xD;&#xA;&#xD;&#xA;Also you can set src ynamically.&#xD;&#xA;&#xD;&#xA;    document.getElementById('test').src = ""http://www.neuralnetworksolutions.com/resources.php"";&#xD;&#xA;&#xD;&#xA;You can learn more on javascript iframe from http://www.dyn-web.com/tutorials/iframes/";;added 90 characters in body
