PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
31084121;93784488;2;1;null;1;""
31084121;93784858;2;1;1;2;""
31084121;93784993;2;2;1;2;""
31084121;93789327;2;2;2;2;""
31084121;93790363;2;2;2;2;""
31084121;93819124;2;2;2;2;""
31084121;93819310;2;2;2;2;""
31084121;93820085;2;2;2;2;""
31084121;93820481;2;2;2;2;""
31084121;93828338;2;2;2;2;""
31084121;96466297;2;2;2;2;""
31084121;96498825;2;2;2;2;""
31084121;97537849;2;2;2;2;""
31084121;147596491;2;2;2;null;""
31084121;93784488;1;2;null;2;""
31084121;93784858;1;2;2;3;""
31084121;93784993;1;3;2;3;""
31084121;93789327;1;3;3;3;""
31084121;93790363;1;3;3;3;""
31084121;93819124;1;3;3;3;""
31084121;93819310;1;3;3;3;""
31084121;93820085;1;3;3;3;""
31084121;93820481;1;3;3;3;""
31084121;93828338;1;3;3;3;""
31084121;96466297;1;3;3;3;""
31084121;96498825;1;3;3;3;""
31084121;97537849;1;3;3;3;""
31084121;147596491;1;3;3;null;""
31084121;93784993;1;1;null;1;""
31084121;93789327;1;1;1;1;""
31084121;93790363;1;1;1;1;""
31084121;93819124;1;1;1;1;""
31084121;93819310;1;1;1;1;""
31084121;93820085;1;1;1;1;""
31084121;93820481;1;1;1;1;""
31084121;93828338;1;1;1;1;""
31084121;96466297;1;1;1;1;""
31084121;96498825;1;1;1;1;""
31084121;97537849;1;1;1;1;""
31084121;147596491;1;1;1;null;""
