Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
46203750;18502653;2550391;2;c4d4ec57-1920-4a17-9c58-f4f4350f769e;2013-08-29 05:04:05.0;"I have a ListFragment , which will display a list of news feed items.&#xD;&#xA;&#xD;&#xA;I'm doing an asyncTask to get 20 feeds initially, then I need to do another call to get next 20 feeds , only if the user has done reading first 20.&#xD;&#xA;&#xD;&#xA;I.e My Adapter should notify my fragment that it needs next feeds.&#xD;&#xA;&#xD;&#xA;This is my present code (AsyncTask of myListFragment) .&#xD;&#xA;&#xD;&#xA;	@Override&#xD;&#xA;	protected void onPostExecute(Object result) {&#xD;&#xA;&#xD;&#xA;		&#xD;&#xA;		List<PublicFeed> feedItemsList = (List<PublicFeed>) result;&#xD;&#xA;&#xD;&#xA;		listener = new ScrollListener();&#xD;&#xA;		getListView().setOnScrollListener(listener);&#xD;&#xA;		getListView().setDividerHeight(2);&#xD;&#xA;		&#xD;&#xA;		&#xD;&#xA;		myCustomAdapter = new CustomAdapter(myContext, listener,&#xD;&#xA;				feedItemsList);&#xD;&#xA;		setListAdapter(myCustomAdapter);&#xD;&#xA;&#xD;&#xA;		&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA; - Is this the right way of implementation ( practice ) ? &#xD;&#xA; - The code is working fine now. I'm able to get 20 feeds and display them. But I don't know how do I notify the FeedFragment for next AsyncTask Call From myCustomAdapter? &#xD;&#xA; - once I receve such a call, I can do the asyncTask from myFragment, and update the dataset. Then call notifyDataSetChanged() on my adapter. &#xD;&#xA;&#xD;&#xA;Please review. And suggest an implementation.&#xD;&#xA;&#xD;&#xA;Thank YOU&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;";;
46204015;18502653;2550391;5;dd695d71-2082-4bcf-bf46-519e42757601;2013-08-29 05:10:47.0;"I have a ListFragment , which will display a list of news feed items.&#xD;&#xA;&#xD;&#xA;I'm doing an asyncTask to get 20 feeds initially, then I need to do another call to get next 20 feeds , only if the user has done reading first 20.&#xD;&#xA;&#xD;&#xA;I.e My Adapter should notify my fragment that it needs next feeds.&#xD;&#xA;&#xD;&#xA;This is my present code (AsyncTask of myListFragment) .&#xD;&#xA;&#xD;&#xA;	@Override&#xD;&#xA;	protected void onPostExecute(Object result) {&#xD;&#xA;&#xD;&#xA;		&#xD;&#xA;		List<PublicFeed> feedItemsList = (List<PublicFeed>) result;&#xD;&#xA;&#xD;&#xA;		listener = new ScrollListener();&#xD;&#xA;		getListView().setOnScrollListener(listener);&#xD;&#xA;		getListView().setDividerHeight(2);&#xD;&#xA;		&#xD;&#xA;		&#xD;&#xA;		myCustomAdapter = new CustomAdapter(myContext, listener,&#xD;&#xA;				feedItemsList);&#xD;&#xA;		setListAdapter(myCustomAdapter);&#xD;&#xA;&#xD;&#xA;		&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA; - Is this the right way of implementation ( practice ) ? &#xD;&#xA; - The code is working fine now. I'm able to get 20 feeds and display them. But I don't know how do I notify the FeedFragment for next AsyncTask Call From myCustomAdapter? &#xD;&#xA; - once I receve such a call, I can do the asyncTask from myFragment, and update the dataset. Then call notifyDataSetChanged() on my adapter. &#xD;&#xA;&#xD;&#xA;Please review. And suggest an implementation.&#xD;&#xA;&#xD;&#xA;Thank YOU&#xD;&#xA;&#xD;&#xA;**EDIT -1**&#xD;&#xA;&#xD;&#xA;my `CustomAdapter`extends `BaseAdapter`&#xD;&#xA;";;added 54 characters in body
