PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
11845751;27689393;1;1;null;1;""
11845751;27689735;1;1;1;1;""
11845751;70072438;1;1;1;null;""
11845751;27689393;2;2;null;2;""
11845751;27689735;2;2;2;2;""
11845751;70072438;2;2;2;null;""
11845751;27689393;1;3;null;3;""
11845751;27689735;1;3;3;3;""
11845751;70072438;1;3;3;null;""
11845751;27689393;2;4;null;4;""
11845751;27689735;2;4;4;4;""
11845751;70072438;2;4;4;null;""
11845751;27689393;1;5;null;5;""
11845751;27689735;1;5;5;5;""
11845751;70072438;1;5;5;null;""
11845751;27689393;2;6;null;6;""
11845751;27689735;2;6;6;6;""
11845751;70072438;2;6;6;null;""
11845751;27689393;1;7;null;7;""
11845751;27689735;1;7;7;7;""
11845751;70072438;1;7;7;null;""
11845751;27689393;2;8;null;8;""
11845751;27689735;2;8;8;8;""
11845751;70072438;2;8;8;null;""
11845751;27689393;1;9;null;null;""
