PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
43748135;144484341;1;1;null;null;""
43748135;144484341;2;2;null;null;""
43748135;144484341;1;3;null;null;""
43748135;144484341;2;4;null;null;""
43748135;144484341;1;5;null;null;""
43748135;144484341;2;6;null;null;""
43748135;144544319;1;1;null;null;" Keine Verbindung möglich"
43748135;144544366;1;1;null;null;""
43748135;144544366;2;2;null;null;""
43748135;144544366;1;3;null;null;""
43748135;144544366;2;4;null;null;""
43748135;144544366;1;5;null;null;""
43748135;144544366;2;6;null;null;""
