PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
18495673;46178438;1;1;null;1;""
18495673;46180067;1;1;1;1;""
18495673;46180886;1;1;1;1;""
18495673;47491890;1;1;1;null;""
18495673;46178438;2;2;null;2;""
18495673;46180067;2;2;2;null;""
18495673;46178438;1;3;null;3;""
18495673;46180067;1;3;3;null;""
18495673;46178438;2;4;null;4;""
18495673;46180067;2;4;4;null;""
18495673;46178438;1;5;null;5;""
18495673;46180067;1;5;5;3;""
18495673;46180886;1;3;5;3;""
18495673;47491890;1;3;3;null;""
18495673;46178438;2;6;null;6;""
18495673;46180067;2;6;6;4;""
18495673;46180886;2;4;6;4;""
18495673;47491890;2;4;4;null;""
18495673;46178438;1;7;null;7;""
18495673;46180067;1;7;7;5;""
18495673;46180886;1;5;7;5;""
18495673;47491890;1;5;5;null;""
18495673;46178438;2;8;null;8;""
18495673;46180067;2;8;8;2;""
18495673;46180886;2;2;8;2;""
18495673;47491890;2;2;2;null;""
18495673;46178438;1;9;null;9;""
18495673;46180067;1;9;9;null;""
18495673;46180067;2;10;null;null;""
