Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
125247575;39033896;3604140;2;c2680f7d-bb50-442c-8300-6e56ae13269f;2016-08-19 07:57:50.0;"I want to execute multiple update statements in the same query in hibernate Hql.&#xD;&#xA;like below:&#xD;&#xA;&#xD;&#xA;     hql = "" update Table1 set prob1=null where id=:id1; ""&#xD;&#xA;    				+ "" delete from Table2 where id =:id2 "";&#xD;&#xA;    ....&#xD;&#xA;    query.executeUpdate();&#xD;&#xA;&#xD;&#xA;in the same executeUpdate call I want to update records in Table1 and delete records from Table2.&#xD;&#xA;&#xD;&#xA;Is that possible?";;
125515499;39033896;1479414;5;d591ca21-6b19-4e7c-8464-2e01ddfebdb5;2016-08-23 10:58:52.0;"I want to execute multiple update statements in the same query in hibernate Hql.&#xD;&#xA;like below:&#xD;&#xA;&#xD;&#xA;    hql = "" update Table1 set prob1=null where id=:id1; ""&#xD;&#xA;    				+ "" delete from Table2 where id =:id2 "";&#xD;&#xA;    ...&#xD;&#xA;    query.executeUpdate();&#xD;&#xA;&#xD;&#xA;in the same executeUpdate call I want to update records in Table1 and delete records from Table2.&#xD;&#xA;&#xD;&#xA;Is that possible?";;deleted 2 characters in body
125725084;39033896;1479414;5;f2f311b3-0202-451e-9a59-cb48858812e2;2016-08-25 19:07:29.0;"I want to execute multiple update statements in the same query in hibernate Hql.&#xD;&#xA;like below:&#xD;&#xA;&#xD;&#xA;    hql = "" update Table1 set prob1=null where id=:id1; ""&#xD;&#xA;    				+ "" delete from Table2 where id =:id2 "";&#xD;&#xA;    ...&#xD;&#xA;    query.executeUpdate();&#xD;&#xA;&#xD;&#xA;in the same `executeUpdate` call I want to update records in Table1 and delete records from Table2.&#xD;&#xA;&#xD;&#xA;Is that possible?";;added 2 characters in body
