Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
94015679;31141024;4239741;2;ef3d5998-15c0-41b6-9704-e662dbe19533;2015-06-30 14:26:00.0;"I need to convert the following java class to json string with different property name : &#xD;&#xA;&#xD;&#xA;public class UserInfo {&#xD;&#xA;&#xD;&#xA;	private String companyYCode;&#xD;&#xA;&#xD;&#xA;	private String companyName;&#xD;&#xA;    &#xD;&#xA;     getxx and setxx&#xD;&#xA;}&#xD;&#xA;&#xD;&#xA;I need this as a json string&#xD;&#xA;&#xD;&#xA;{""y-code"":""CICPK1214131231"",""company_name"":""Some company"" }&#xD;&#xA;&#xD;&#xA;   ";;
94016219;31141024;4239741;5;36cc5d3d-1998-48e2-bb0a-c05175642735;2015-06-30 14:31:58.0;"I need to convert the following java class to json string with different property name : &#xD;&#xA;&#xD;&#xA;    public class Company {&#xD;&#xA;&#xD;&#xA;	private String companyYCode;&#xD;&#xA;&#xD;&#xA;	private String companyName;&#xD;&#xA;    &#xD;&#xA;     getxx and setxx&#xD;&#xA;}&#xD;&#xA;&#xD;&#xA;I need this as a json string&#xD;&#xA;&#xD;&#xA;{""y-code"":""CICPK1214131231"",""company_name"":""Some company"" }&#xD;&#xA;&#xD;&#xA;   ";;added 3 characters in body
