PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
2834667;5834614;1;1;null;1;""
2834667;5836215;1;1;1;1;""
2834667;5837230;1;1;1;1;""
2834667;5837465;1;1;1;1;""
2834667;5837596;1;1;1;1;""
2834667;5837842;1;1;1;1;""
2834667;147691831;1;1;1;null;""
2834667;5834614;2;2;null;2;""
2834667;5836215;2;2;2;2;""
2834667;5837230;2;2;2;2;""
2834667;5837465;2;2;2;2;""
2834667;5837596;2;2;2;2;""
2834667;5837842;2;2;2;2;""
2834667;147691831;2;2;2;null;""
2834667;5834614;1;3;null;3;""
2834667;5836215;1;3;3;3;""
2834667;5837230;1;3;3;3;""
2834667;5837465;1;3;3;3;""
2834667;5837596;1;3;3;3;""
2834667;5837842;1;3;3;3;""
2834667;147691831;1;3;3;null;""
2834667;5834614;2;4;null;4;""
2834667;5836215;2;4;4;4;""
2834667;5837230;2;4;4;4;""
2834667;5837465;2;4;4;4;""
2834667;5837596;2;4;4;4;""
2834667;5837842;2;4;4;4;""
2834667;147691831;2;4;4;null;""
2834667;5834614;1;5;null;5;""
2834667;5836215;1;5;5;5;""
2834667;5837230;1;5;5;5;""
2834667;5837465;1;5;5;5;""
2834667;5837596;1;5;5;5;""
2834667;5837842;1;5;5;5;""
2834667;147691831;1;5;5;null;""
