PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
25550937;72393906;1;1;null;1;
25550937;72395349;1;1;1;1;
25550937;72402051;1;1;1;null;
25550937;72393906;2;2;null;2;
25550937;72395349;2;2;2;2;
25550937;72402051;2;2;2;null;
25550937;72393906;1;3;null;3;
25550937;72395349;1;3;3;3;
25550937;72402051;1;3;3;null;
25550937;72393906;2;4;null;4;
25550937;72395349;2;4;4;4;
25550937;72402051;2;4;4;null;
25550937;72393906;1;5;null;7;
25550937;72395349;1;7;5;7;
25550937;72402051;1;7;7;null;
25550937;72395349;1;5;null;5;
25550937;72402051;1;5;5;null;
25550937;72395349;2;6;null;6;
25550937;72402051;2;6;6;null;
