PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
29113416;86079997;1;1;null;1;""
29113416;86081082;1;1;1;1;""
29113416;86430290;1;1;1;null;""
29113416;86079997;2;2;null;2;""
29113416;86081082;2;2;2;2;""
29113416;86430290;2;2;2;null;""
29113416;86079997;1;3;null;3;""
29113416;86081082;1;3;3;3;""
29113416;86430290;1;3;3;null;""
29113416;86079997;2;4;null;4;""
29113416;86081082;2;4;4;4;""
29113416;86430290;2;4;4;null;""
29113416;86079997;1;5;null;5;""
29113416;86081082;1;5;5;5;""
29113416;86430290;1;5;5;null;""
29113416;86079997;2;6;null;6;""
29113416;86081082;2;6;6;6;""
29113416;86430290;2;6;6;null;""
29113416;86079997;1;7;null;7;""
29113416;86081082;1;7;7;7;""
29113416;86430290;1;7;7;null;""
29113416;86079997;2;8;null;8;""
29113416;86081082;2;8;8;8;""
29113416;86430290;2;8;8;null;""
29113416;86079997;1;9;null;9;""
29113416;86081082;1;9;9;9;""
29113416;86430290;1;9;9;null;""
29113416;86079997;2;10;null;10;""
29113416;86081082;2;10;10;10;""
29113416;86430290;2;10;10;null;""
29113416;86079997;1;11;null;11;""
29113416;86081082;1;11;11;11;""
29113416;86430290;1;11;11;null;""
