PostId;PostHistoryId;PostBlockTypeId;LocalId;PredLocalId;SuccLocalId;Comment
21238830;56064242;1;1;null;1;""
21238830;56073480;1;1;1;1;""
21238830;56128508;1;1;1;1;""
21238830;146083346;1;1;1;null;""
21238830;56064242;2;2;null;2;""
21238830;56073480;2;2;2;2;""
21238830;56128508;2;2;2;2;""
21238830;146083346;2;2;2;null;""
21238830;56064242;1;3;null;3;""
21238830;56073480;1;3;3;3;""
21238830;56128508;1;3;3;3;""
21238830;146083346;1;3;3;null;""
21238830;56073480;2;4;null;4;""
21238830;56128508;2;4;4;4;""
21238830;146083346;2;4;4;null;""
21238830;56073480;1;5;null;5;""
21238830;56128508;1;5;5;5;""
21238830;146083346;1;5;5;null;""
