Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
12404325;5761712;514880;2;ff67a170-1e69-4515-99b9-cfe56672c269;2011-04-23 02:22:44.0;"It's not clicking how one is supposed to connect to a hosted CloudAnt database using Ektorp.  I'm using Ektorp 1.1 in Eclipse via the new [m2eclipse][1] Mavin integration (which is pretty sweet).  I'm struggling to find good CouchDB/CloudAnt/Ektorp documentation other than javadocs.&#xD;&#xA;&#xD;&#xA;I'm trying to get the sample Ektorp API example from their [main page][2] to work:&#xD;&#xA;&#xD;&#xA;    HttpClient httpClient = new StdHttpClient.Builder()&#xD;&#xA;                                        .host(""localhost"")&#xD;&#xA;                                        .port(5984)&#xD;&#xA;                                        .build();&#xD;&#xA;    &#xD;&#xA;    CouchDbInstance dbInstance = new StdCouchDbInstance(httpClient);&#xD;&#xA;    CouchDbConnector db = new StdCouchDbConnector(""mydatabase"", dbInstance);&#xD;&#xA;    &#xD;&#xA;    db.createDatabaseIfNotExists();&#xD;&#xA;&#xD;&#xA;It doesn't matter what I use to build the httpClient with, I always get the UnknownHostException error below.  I've tried these URLs for the host: https/http://cloudant.com/db/_session and https/http://[username].cloudant.com&#xD;&#xA;&#xD;&#xA;What about the port number?  Should the username and password be included in the StdHttpClient.Builder()?&#xD;&#xA;&#xD;&#xA;Here's the full error - it's failing on the createDatabaseIfNotExists() call but I'm not confident the CouchDbConnector variable is correct.&#xD;&#xA;&#xD;&#xA;    Exception in thread ""main"" org.ektorp.DbAccessException: java.net.UnknownHostException: https://cloudant.com/db/_session&#xD;&#xA;    	at org.ektorp.util.Exceptions.propagate(Exceptions.java:19)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.executeRequest(StdHttpClient.java:104)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.get(StdHttpClient.java:42)&#xD;&#xA;    	at org.ektorp.http.RestTemplate.get(RestTemplate.java:21)&#xD;&#xA;    	at org.ektorp.impl.StdCouchDbInstance.getAllDatabases(StdCouchDbInstance.java:61)&#xD;&#xA;    	at org.ektorp.impl.StdCouchDbConnector.createDatabaseIfNotExists(StdCouchDbConnector.java:256)&#xD;&#xA;    	at com.codegouge.examples.App.main(App.java:30)&#xD;&#xA;    Caused by: java.net.UnknownHostException: https://cloudant.com/db/_session&#xD;&#xA;    	at java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)&#xD;&#xA;    	at java.net.InetAddress$1.lookupAllHostAddr(InetAddress.java:850)&#xD;&#xA;    	at java.net.InetAddress.getAddressFromNameService(InetAddress.java:1201)&#xD;&#xA;    	at java.net.InetAddress.getAllByName0(InetAddress.java:1154)&#xD;&#xA;    	at java.net.InetAddress.getAllByName(InetAddress.java:1084)&#xD;&#xA;    	at java.net.InetAddress.getAllByName(InetAddress.java:1020)&#xD;&#xA;    	at org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:126)&#xD;&#xA;    	at org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:149)&#xD;&#xA;    	at org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:108)&#xD;&#xA;    	at org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:415)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:641)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:576)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:554)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.executeRequest(StdHttpClient.java:96)&#xD;&#xA;&#xD;&#xA;  [1]: http://www.eclipse.org/m2e/&#xD;&#xA;  [2]: http://code.google.com/p/ektorp/";;
12412467;5761712;33836;5;955859b9-19a6-4e86-b001-d4f0b647b172;2011-04-23 15:20:25.0;"It's not clicking how one is supposed to connect to a hosted Cloudant database using [Ektorp][1].  I'm using Ektorp 1.1 in Eclipse via the new [m2eclipse][2] Maven integration (which is pretty sweet).  I'm struggling to find good CouchDB/Cloudant/Ektorp documentation other than javadocs.&#xD;&#xA;&#xD;&#xA;I'm trying to get the sample Ektorp API example from their [main page][3] to work:&#xD;&#xA;&#xD;&#xA;    HttpClient httpClient = new StdHttpClient.Builder()&#xD;&#xA;                                        .host(""localhost"")&#xD;&#xA;                                        .port(5984)&#xD;&#xA;                                        .build();&#xD;&#xA;    &#xD;&#xA;    CouchDbInstance dbInstance = new StdCouchDbInstance(httpClient);&#xD;&#xA;    CouchDbConnector db = new StdCouchDbConnector(""mydatabase"", dbInstance);&#xD;&#xA;    &#xD;&#xA;    db.createDatabaseIfNotExists();&#xD;&#xA;&#xD;&#xA;It doesn't matter what I use to build the httpClient with, I always get the UnknownHostException error below.  I've tried these URLs for the host: https/http://cloudant.com/db/_session and https/http://[username].cloudant.com&#xD;&#xA;&#xD;&#xA;What about the port number?  Should the username and password be included in the StdHttpClient.Builder()?&#xD;&#xA;&#xD;&#xA;Here's the full error - it's failing on the createDatabaseIfNotExists() call but I'm not confident the CouchDbConnector variable is correct.&#xD;&#xA;&#xD;&#xA;    Exception in thread ""main"" org.ektorp.DbAccessException: java.net.UnknownHostException: https://cloudant.com/db/_session&#xD;&#xA;    	at org.ektorp.util.Exceptions.propagate(Exceptions.java:19)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.executeRequest(StdHttpClient.java:104)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.get(StdHttpClient.java:42)&#xD;&#xA;    	at org.ektorp.http.RestTemplate.get(RestTemplate.java:21)&#xD;&#xA;    	at org.ektorp.impl.StdCouchDbInstance.getAllDatabases(StdCouchDbInstance.java:61)&#xD;&#xA;    	at org.ektorp.impl.StdCouchDbConnector.createDatabaseIfNotExists(StdCouchDbConnector.java:256)&#xD;&#xA;    	at com.codegouge.examples.App.main(App.java:30)&#xD;&#xA;    Caused by: java.net.UnknownHostException: https://cloudant.com/db/_session&#xD;&#xA;    	at java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)&#xD;&#xA;    	at java.net.InetAddress$1.lookupAllHostAddr(InetAddress.java:850)&#xD;&#xA;    	at java.net.InetAddress.getAddressFromNameService(InetAddress.java:1201)&#xD;&#xA;    	at java.net.InetAddress.getAllByName0(InetAddress.java:1154)&#xD;&#xA;    	at java.net.InetAddress.getAllByName(InetAddress.java:1084)&#xD;&#xA;    	at java.net.InetAddress.getAllByName(InetAddress.java:1020)&#xD;&#xA;    	at org.apache.http.impl.conn.DefaultClientConnectionOperator.openConnection(DefaultClientConnectionOperator.java:126)&#xD;&#xA;    	at org.apache.http.impl.conn.AbstractPoolEntry.open(AbstractPoolEntry.java:149)&#xD;&#xA;    	at org.apache.http.impl.conn.AbstractPooledConnAdapter.open(AbstractPooledConnAdapter.java:108)&#xD;&#xA;    	at org.apache.http.impl.client.DefaultRequestDirector.execute(DefaultRequestDirector.java:415)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:641)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:576)&#xD;&#xA;    	at org.apache.http.impl.client.AbstractHttpClient.execute(AbstractHttpClient.java:554)&#xD;&#xA;    	at org.ektorp.http.StdHttpClient.executeRequest(StdHttpClient.java:96)&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;  [1]: http://code.google.com/p/ektorp/&#xD;&#xA;  [2]: http://www.eclipse.org/m2e/&#xD;&#xA;  [3]: http://code.google.com/p/ektorp/";;add links, fix spelling of Cloudant and Maven
