Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
5648776;2749893;;2;19418c5b-6f30-4d24-b3e7-1a68bfe68afa;2010-05-01 12:26:49.0;"I have here two applications in two different projects in eclipse. One application (A) defines an activity (A1) which is started first. Then i start from this activity the second activity (B1) in the second project (B). This works fine.&#xD;&#xA;&#xD;&#xA;I start it the following way:&#xD;&#xA;&#xD;&#xA;> Intent intent = new&#xD;&#xA;> Intent(""pacman.intent.action.Launch"");&#xD;&#xA;> intent.addFlags(Intent.FLAG_ACTIVITY_SINGLE_TOP);&#xD;&#xA;> startActivity(intent);&#xD;&#xA;&#xD;&#xA;Now i want to send intents bewtween the two activities by using broadcast receivers. In activity A1 i send the intents the following way:&#xD;&#xA;&#xD;&#xA;> Intent intent = new&#xD;&#xA;> Intent(""pacman.intent.action.BROADCAST"");&#xD;&#xA;> intent.putExtra(""message"",""Wake up."");&#xD;&#xA;> sendBroadcast(intent);&#xD;&#xA;&#xD;&#xA;The part of the manifest file in activity A1 that is responsible for this broadcast is the following:&#xD;&#xA;&#xD;&#xA;    <activity android:name=""ch.ifi.csg.games4blue.games.pacman.controller.PacmanGame"" android:label=""@string/app_name"">&#xD;&#xA;        <intent-filter>&#xD;&#xA;           <action android:name=""android.intent.action.MAIN"" />&#xD;&#xA;           <category android:name=""android.intent.category.LAUNCHER"" />&#xD;&#xA;        </intent-filter>&#xD;&#xA;        &#xD;&#xA;        <intent-filter>&#xD;&#xA;           <action android:name=""android.intent.action.BROADCAST"" />&#xD;&#xA;        </intent-filter>&#xD;&#xA;    </activity>&#xD;&#xA;&#xD;&#xA;In the receiving activity, I define the receiver the following way in the manifest file:&#xD;&#xA;&#xD;&#xA;    <application android:icon=""@drawable/icon"" android:label=""@string/app_name"">&#xD;&#xA;            <activity android:name="".PacmanGame""&#xD;&#xA;                      android:label=""@string/app_name""&#xD;&#xA;                      android:screenOrientation=""portrait"">&#xD;&#xA;                <intent-filter>&#xD;&#xA;                    <action android:name=""pacman.intent.action.Launch"" />&#xD;&#xA;                    <category android:name=""android.intent.category.DEFAULT"" />&#xD;&#xA;                </intent-filter>&#xD;&#xA;                <receiver android:name=""ch.ifi.csg.games4blue.games.pacman.controller.MsgListener"" />&#xD;&#xA;            </activity>&#xD;&#xA;            &#xD;&#xA;        </application>&#xD;&#xA;&#xD;&#xA;The class message listener is implemented this way:&#xD;&#xA;&#xD;&#xA;    public class MsgListener extends BroadcastReceiver {&#xD;&#xA;    &#xD;&#xA;    	/* (non-Javadoc)&#xD;&#xA;    	 * @see android.content.BroadcastReceiver#onReceive(android.content.Context, android.content.Intent)&#xD;&#xA;    	 */&#xD;&#xA;    	@Override&#xD;&#xA;    	public void onReceive(Context context, Intent intent) {&#xD;&#xA;    		System.out.println(""Message at Pacman received!"");&#xD;&#xA;    	}&#xD;&#xA;    &#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;Unfortunately, the message is never received. Although the method in activity A1 is called, i never receive an intent in B1.&#xD;&#xA;&#xD;&#xA;Any hints how to solve this?&#xD;&#xA;Thanks a lot!&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;";anon;
22677755;2749893;19750;5;b941968b-0421-45f7-b459-1e34ff373d16;2012-03-28 18:55:42.0;"I have here two applications in two different projects in eclipse. One application (A) defines an activity (A1) which is started first. Then i start from this activity the second activity (B1) in the second project (B). This works fine.&#xD;&#xA;&#xD;&#xA;I start it the following way:&#xD;&#xA;&#xD;&#xA;    Intent intent = new Intent(""pacman.intent.action.Launch"");&#xD;&#xA;    intent.addFlags(Intent.FLAG_ACTIVITY_SINGLE_TOP);&#xD;&#xA;    startActivity(intent);&#xD;&#xA;&#xD;&#xA;Now i want to send intents bewtween the two activities by using broadcast receivers. In activity A1 i send the intents the following way:&#xD;&#xA;&#xD;&#xA;    Intent intent = new Intent(""pacman.intent.action.BROADCAST"");&#xD;&#xA;    intent.putExtra(""message"",""Wake up."");&#xD;&#xA;    sendBroadcast(intent);&#xD;&#xA;&#xD;&#xA;The part of the manifest file in activity A1 that is responsible for this broadcast is the following:&#xD;&#xA;&#xD;&#xA;    <activity android:name=""ch.ifi.csg.games4blue.games.pacman.controller.PacmanGame"" android:label=""@string/app_name"">&#xD;&#xA;        <intent-filter>&#xD;&#xA;           <action android:name=""android.intent.action.MAIN"" />&#xD;&#xA;           <category android:name=""android.intent.category.LAUNCHER"" />&#xD;&#xA;        </intent-filter>&#xD;&#xA;        &#xD;&#xA;        <intent-filter>&#xD;&#xA;           <action android:name=""android.intent.action.BROADCAST"" />&#xD;&#xA;        </intent-filter>&#xD;&#xA;    </activity>&#xD;&#xA;&#xD;&#xA;In the receiving activity, I define the receiver the following way in the manifest file:&#xD;&#xA;&#xD;&#xA;    <application android:icon=""@drawable/icon"" android:label=""@string/app_name"">&#xD;&#xA;            <activity android:name="".PacmanGame""&#xD;&#xA;                      android:label=""@string/app_name""&#xD;&#xA;                      android:screenOrientation=""portrait"">&#xD;&#xA;                <intent-filter>&#xD;&#xA;                    <action android:name=""pacman.intent.action.Launch"" />&#xD;&#xA;                    <category android:name=""android.intent.category.DEFAULT"" />&#xD;&#xA;                </intent-filter>&#xD;&#xA;                <receiver android:name=""ch.ifi.csg.games4blue.games.pacman.controller.MsgListener"" />&#xD;&#xA;            </activity>&#xD;&#xA;            &#xD;&#xA;        </application>&#xD;&#xA;&#xD;&#xA;The class message listener is implemented this way:&#xD;&#xA;&#xD;&#xA;    public class MsgListener extends BroadcastReceiver {&#xD;&#xA;    &#xD;&#xA;    	/* (non-Javadoc)&#xD;&#xA;    	 * @see android.content.BroadcastReceiver#onReceive(android.content.Context, android.content.Intent)&#xD;&#xA;    	 */&#xD;&#xA;    	@Override&#xD;&#xA;    	public void onReceive(Context context, Intent intent) {&#xD;&#xA;    		System.out.println(""Message at Pacman received!"");&#xD;&#xA;    	}&#xD;&#xA;    &#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;Unfortunately, the message is never received. Although the method in activity A1 is called, i never receive an intent in B1.&#xD;&#xA;&#xD;&#xA;Any hints how to solve this?&#xD;&#xA;Thanks a lot!&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;";;formatting
