Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
134444976;41290641;6292580;2;29dd2670-f2e8-4d89-9238-fe8595eb3143;2016-12-22 19:47:02.0;"I'm writing a school project: a car rent system.&#xD;&#xA;&#xD;&#xA;So far we can register a car with a model, color, etc... and an avaible character (Y/N). We are using a .txt file to save the car atributes, and another .txt file to save the clients atributes.&#xD;&#xA;&#xD;&#xA;To rent a car we select a client, a car, then we get an unique atribute from each one (the license plate and id), save it to another .txt file, and in the car .txt file we have to change the avaible character from Y to N.&#xD;&#xA;&#xD;&#xA;We are using an interface to do this, and we have a table with the list of clients and cars registred. First we select a client, click NEXT, then select a car and click RENT. The avaible character in the table changes from Y to N but I can't make it to save in the cars .txt file also.&#xD;&#xA;&#xD;&#xA;I'd like some help with this&#xD;&#xA;&#xD;&#xA;This is the code on the ""register the car"" window&#xD;&#xA;&#xD;&#xA;    public void persistir(){&#xD;&#xA;		File file = new File(""carros.txt"");&#xD;&#xA;&#xD;&#xA;		for(int i=0; i<qtd; i++){		&#xD;&#xA;			try {&#xD;&#xA;				&#xD;&#xA;				Veiculo carro = carros[i];&#xD;&#xA;				&#xD;&#xA;				//verifica se o arquivo já existe e escreve no final do mesmo&#xD;&#xA;				FileWriter fileWriter = new FileWriter(""carros.txt"", true);&#xD;&#xA;				BufferedWriter bufferedWriter = new BufferedWriter(fileWriter);&#xD;&#xA;&#xD;&#xA;				bufferedWriter.write(carro.getMarca() + "";"" + carro.getModelo() + "";"" + carro.getCor() + "";"" + carro.getCategoria() + "";"" + carro.getAno() + "";"" + carro.getPlaca() + "";"" + carro.getDisponivel() + "";"");&#xD;&#xA;				bufferedWriter.newLine();&#xD;&#xA;				bufferedWriter.close();&#xD;&#xA;&#xD;&#xA;			} catch (HeadlessException | IOException e) {&#xD;&#xA;				System.out.println(""Erro: "" + e);&#xD;&#xA;			}&#xD;&#xA;		}&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;and this is the code on the RENT button&#xD;&#xA;&#xD;&#xA;    private void finalizarActionPerformed(java.awt.event.ActionEvent evt) {                                          &#xD;&#xA;       &#xD;&#xA;        int linha =  tabVeiculos2.getSelectedRow();&#xD;&#xA;        GPLACA = (tabVeiculos2.getValueAt(linha, 5)).toString();&#xD;&#xA;        tabVeiculos2.setValueAt(""N"", linha, 6);&#xD;&#xA;        Alugar(GRG,GPLACA);&#xD;&#xA;        JOptionPane.showMessageDialog(null, ""Locação Realizada com sucesso!"");&#xD;&#xA;        System.out.println(GPLACA);&#xD;&#xA;        &#xD;&#xA;        this.dispose();&#xD;&#xA;        &#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;let me know if you need help translating something, thanks.";;
134446364;41290641;6292580;5;99e36458-f614-41c4-a2bc-858461fd7758;2016-12-22 20:12:05.0;"I'm writing a school project: a car rent system.&#xD;&#xA;&#xD;&#xA;So far we can register a car with a model, color, etc... and an avaible character (Y/N). We are using a .txt file to save the car atributes, and another .txt file to save the clients atributes.&#xD;&#xA;&#xD;&#xA;To rent a car we select a client, a car, then we get an unique atribute from each one (the license plate and id), save it to another .txt file, and in the car .txt file we have to change the avaible character from Y to N.&#xD;&#xA;&#xD;&#xA;We are using an interface to do this, and we have a table with the list of clients and cars registred. First we select a client, click NEXT, then select a car and click RENT. The avaible character in the table changes from Y to N but I can't make it to save in the cars .txt file also.&#xD;&#xA;&#xD;&#xA;I'd like some help with this&#xD;&#xA;&#xD;&#xA;This is the code on the ""register the car"" window&#xD;&#xA;&#xD;&#xA;    public void persistir(){&#xD;&#xA;		File file = new File(""carros.txt"");&#xD;&#xA;&#xD;&#xA;		for(int i=0; i<qtd; i++){		&#xD;&#xA;			try {&#xD;&#xA;				&#xD;&#xA;				Veiculo carro = carros[i];&#xD;&#xA;				&#xD;&#xA;				//verifica se o arquivo já existe e escreve no final do mesmo&#xD;&#xA;				FileWriter fileWriter = new FileWriter(""carros.txt"", true);&#xD;&#xA;				BufferedWriter bufferedWriter = new BufferedWriter(fileWriter);&#xD;&#xA;&#xD;&#xA;				bufferedWriter.write(carro.getMarca() + "";"" + carro.getModelo() + "";"" + carro.getCor() + "";"" + carro.getCategoria() + "";"" + carro.getAno() + "";"" + carro.getPlaca() + "";"" + carro.getDisponivel() + "";"");&#xD;&#xA;				bufferedWriter.newLine();&#xD;&#xA;				bufferedWriter.close();&#xD;&#xA;&#xD;&#xA;			} catch (HeadlessException | IOException e) {&#xD;&#xA;				System.out.println(""Erro: "" + e);&#xD;&#xA;			}&#xD;&#xA;		}&#xD;&#xA;	}&#xD;&#xA;&#xD;&#xA;and this is the code on the RENT button&#xD;&#xA;&#xD;&#xA;    private void finalizarActionPerformed(java.awt.event.ActionEvent evt) {                                          &#xD;&#xA;       &#xD;&#xA;        int linha =  tabVeiculos2.getSelectedRow();&#xD;&#xA;        GPLACA = (tabVeiculos2.getValueAt(linha, 5)).toString();&#xD;&#xA;        tabVeiculos2.setValueAt(""N"", linha, 6);&#xD;&#xA;        Alugar(GRG,GPLACA);&#xD;&#xA;        JOptionPane.showMessageDialog(null, ""Locação Realizada com sucesso!"");&#xD;&#xA;        System.out.println(GPLACA);&#xD;&#xA;        &#xD;&#xA;        this.dispose();&#xD;&#xA;        &#xD;&#xA;    }&#xD;&#xA;&#xD;&#xA;let me know if you need help translating something, thanks.&#xD;&#xA;&#xD;&#xA;&#xD;&#xA;Edit: since you all think I just want to get my work done, I'm not. I can't make any progress since this.&#xD;&#xA;&#xD;&#xA;Volkswagen;Gol;Preto;Popular;2016;AAA0000;Y;&#xD;&#xA;Ford;Fiesta;Prata;Popular;2011;BBB1111;Y;&#xD;&#xA;&#xD;&#xA;This is in the cars.txt file and I want to know how I change the Y to N.&#xD;&#xA;";;added 280 characters in body
