Id;PostId;UserId;PostHistoryTypeId;RevisionGUID;CreationDate;Text;UserDisplayName;Comment
21533820;9468444;519334;2;3c19dfb0-2878-45e8-830b-014e282c8fa3;2012-02-27 16:25:21.0;"i tried this on a android 2.2 emulator&#xD;&#xA;&#xD;&#xA;		import android.util.Log;&#xD;&#xA;&#xD;&#xA;		if (Log.isLoggable(""MyContext"", Log.DEBUG))&#xD;&#xA;		{&#xD;&#xA;			Log.d(""MyContext"", ""debug logging is active"");&#xD;&#xA;		} else {&#xD;&#xA;			Log.d(""MyContext"", ""debug logging is NOT active"");&#xD;&#xA;		}&#xD;&#xA;&#xD;&#xA;and to my surprise the eclipse-logcat-view with loglevel `verbose` outputs the message&#xD;&#xA;&#xD;&#xA;      ""debug logging is NOT active""&#xD;&#xA;&#xD;&#xA;Is there an other way to find out if debugging (or one of the other loglevels) is active or not? or is this a bug?";;
21539987;9468444;519334;5;19724e82-4f30-45e8-9154-ce041f748737;2012-02-27 19:19:17.0;"Update: Reformulated the question and header:&#xD;&#xA;&#xD;&#xA;I always thought that expensive android Logging methods can be optimized by asking if  logging is active like this &#xD;&#xA;&#xD;&#xA;		import android.util.Log;&#xD;&#xA;&#xD;&#xA;		if (Log.isLoggable(""MyContext"", Log.DEBUG))&#xD;&#xA;		{&#xD;&#xA;			Log.d(""MyContext"", ""my logging: "" + callExpensiveCalculation());&#xD;&#xA;		}&#xD;&#xA;&#xD;&#xA;However when trying this with the android 2.2 emulator my Log.d() is never called.&#xD;&#xA;&#xD;&#xA;So i tried this code&#xD;&#xA;&#xD;&#xA;        Log.v(MY_CONTEXT, ""VERBOSE logging is active: "" + Log.isLoggable(MY_CONTEXT, Log.VERBOSE));&#xD;&#xA;        Log.d(MY_CONTEXT, ""DEBUG logging is active: "" + Log.isLoggable(MY_CONTEXT, Log.DEBUG));&#xD;&#xA;        Log.i(MY_CONTEXT, ""INFO logging is active: "" + Log.isLoggable(MY_CONTEXT, Log.INFO));&#xD;&#xA;        Log.w(MY_CONTEXT, ""WARN logging is active: "" + Log.isLoggable(MY_CONTEXT, Log.WARN));&#xD;&#xA;        Log.e(MY_CONTEXT, ""ERROR logging is active: "" + Log.isLoggable(MY_CONTEXT, Log.ERROR));&#xD;&#xA;&#xD;&#xA;and to my surprise i got&#xD;&#xA;&#xD;&#xA;	02-27 19:05:43.015: V/MyContext(334): VERBOSE logging is active: false&#xD;&#xA;	02-27 19:05:43.015: D/MyContext(334): DEBUG logging is active: false&#xD;&#xA;	02-27 19:05:43.015: I/MyContext(334): INFO logging is active: true&#xD;&#xA;	02-27 19:05:43.015: W/MyContext(334): WARN logging is active: true&#xD;&#xA;	02-27 19:05:43.015: E/MyContext(334): ERROR logging is active: true&#xD;&#xA;&#xD;&#xA;so logging works even if logging is disabled.&#xD;&#xA;Is this a bug in android or in my test-code?&#xD;&#xA;&#xD;&#xA;Is there an other way to find out if debugging (or one of the other loglevels) is active or not?&#xD;&#xA;&#xD;&#xA;I use eclipse logcat-view with log-level verbose and started the test from eclipse with run as android-app";;"added 1114 characters in body; edited tags; edited title"
